,Unnamed: 0,댓글
0,0,"추미애 장관님,최광욱 의원님명쾌한 논리로 저의 눈을 뜨게해 주셔서머리 숙여 감사드립니다."
1,1,최강욱 (0) ㅠㅠ
2,2,"추장관님 최강욱의원님법의최고이신데불법,편법의석열이집단에마음고생많았습니다꼭 천천히되돌려주세요항상응원합니다"
3,3,고정축하합니다 ㅎㅎ
4,4, @허종인  대공감입니다^^
5,5,검사 수사박탈이 급하다.
6,6,️중국&대만반응 | 한국 청년들 중국을 싫어한다 | 중국에서 일파만파  펴지고 있는 윤석열️관런영상 유튜브 - 중국어로 -
7,7,🇰🇷가짜 뉴스 허위사실 (이런 것도 언론의 자유인가?)발신:검찰 공작 제공(윤석열 친구들.검찰.한동훈.카르텔)수신:가세연(조중동.친구들.진중권.서민.이수정)고발장 남발하는(비영리 시민단체.태극기부대)️행동하는 국회의원 개혁 하십시오!️검찰개혁 사법개혁 언론개혁 하십시오!
8,8,"추미애장관님,최강욱대표님 지지하고 응원합니다."
9,9,검찰 스스로 국민을 바보로알고 똥볼찬겁니다
10,10, @김은수  75
11,11,세금으로 운영되는 공공기관에 기자실들 폐쇄하고 필요하면 임대해서 사용하게 해야지요 또다른 기득권들이 되어 있으니~
12,12,모든 국민들이 꼭 봐줬으면 하는 좋은 내용입니다. 감사합니다!
13,13,공유해 전파합시다!
14,14,모든 국민이 이 영상을 봤으면 너무 좋겠네요검찰개혁은 선택이 아닌 필수 입니다
15,15,"그러게요. 그리고 정치하면 안되는 개명박, 닭그네를 대통령 만들어서  나라를 망가지게 한 언론들이 이제는 돌 도리도리를 ㅠㅠ 언론과 싸워야 이 나라의 미래가 있습니다.."
16,16,추장관님말씀옳습니다 훌륭하십니다
17,17,공유해 전파합시다!
18,18,최강욱 대표님과 추미애 장관님두분이 이 나라를 위해서 큰 일을 해주시길 바랍니다.
19,19,"민주주의의 큰 버팀목 추미애, 최강욱 두분을 존경하고 지지합니다. 차기 이재명 정부에서도 큰 역할을 해주실거라고 믿습니다. 더불어 검찰,언론개혁을 필히 이뤄내길 기원합니다."
