,Unnamed: 0,댓글
0,0,캐릭터가 너무나 귀여워서 계속 보고 있습니다~ 역사에 대해서도 다시 보게되어 공부가 잘되고 있습니다
1,1,역사의 흐름이 이렇게 재미있는줄 몰랐어요. 역사의 흐름상 중요한 포인트를 너무 매끄럽게 짚어나가는데다 목소리도 알아듣기 좋아서 내용이 쏙쏙 들어와요 ㅎㅎ 이후 영상도 잘 보겠습니다. 너무 감사합니다.
2,2,재밌게 봐주셔서 제가 더 너무너무 감사합니다!! ㅎㅎ
3,3,","
4,4,333
5,5,딱 알맞은 캐릭터들과 설명 덕분에 집중이 진짜 잘 되고 정말 재밌고 유익하게 봤어요 감사합니다
6,6,아니 이분 너무 집중이 잘 되게 설명해주셔서 스킵 한 번됴 안 하고 한시간 반을 다 봤어요 정말 재밌습니다
7,7,"풀영상 너무 좋습니다 ㅠ 한번더 들어야겠네요...역사공부하는게 아니고 그냥 이야기 듣는거 같아서 너무 좋아요!!"
8,8,감사합니다! 돌아오는 화요일엔 태조 이성계편이 풀영상으로 올라갈 예정이니 조금만 기다려주세요! ㅎㅎ
9,9,역사가 재미없고 지루한 공부인줄 알았는데 애니메이션으로 쉽게 설명해주시니까 역사에 조금 더 흥미가 생겼습니다
10,10,좋은 말씀 감사합니다!흥미 잃으시지 않도록 앞으로도 쉽고 재밌게 만들어보겠습니다 ㅎㅎ
11,11,와 미치겠다. 이렇게 알찬내용을 이렇게 재밌게 보다니  재미로 치자면 영화 한편 본것 같은데 내용이 영화 수십편이네요
12,12,우와... 마치 영화 한편을 보는 듯 했습니다.한시간 반만에 육룡이나르샤를 완주했네요. ^^
13,13,이렇게 잘 만들수가.. 잘 보았습니다. ^^
14,14,너무 재밌어요!! 역사를 이렇게 재밌게 볼 수 있다니!! 한두개씩 보다보니 역주행님이 올려놓은 영상을 다 봤네요. 좋은 영상 감사합니다~
15,15,이해하기 쉽게 요약해서 잘 되었네요잘 들었습니다. 최고
16,16,와..정말 좋다.. 잘만들었어요.. 유익합니다. 6만명이 안된다니.. 말도 안되.. 얼른 100만 구독 되세요.
17,17,긴영상을 너무 잘 만들어 주셔서 잘 보았습니다. 노고에 감사드립니다.
18,18,아주 잘 만들어져서 재밌게 보고 있습니다.  감사합니다.
19,19,ㅇㅈ
20,20,재미있고 쉬운 설명에 연기력까지 갖추심^^좋은영상 감사합니다~♡♡몇번씩  들을거에요~~^^
21,21,와 진짜 영혼없이 드라마 클립만 보다가 이렇게 재밌고 유익한 영상보니 넘 좋아요 ㅠㅠㅠㅠ 문종보다 여기까지…
22,22,아 이런 컨텐츠가 공짜라니...내가 학생일 때 이런 게 있었다면 얼마나 좋았을까..힘들게 공부했던 기억이 난다.
23,23,최고의 역사 교양 유튜브네요:) 잘 보겠습니다.
24,24,요즘 학생들 유튜브의 순기능만 잘이용하면 성적이 쭉쭉 오를듯ㅋㅋ 진짜 요점정리 잘되있네요
25,25,진짜 학생일때 들었으면 나 1등급 받았을꺼 같아요 너무 집중해서 잘 봤습니다!
26,26,안타깝지만 시험에는 저런 내용 안나옵니다~~
27,27,이렇게 긴 영상인데도 지루하지 않고 넘재밌게 봄. 해설을 어쩜이렇게 잘할까 이해하기 쉽게.  보는 내내 생각함 속속 귀에들어옴. 잘 잘하십니다 내가 표현을 못하겠네요 역사공부 제대로 하고갑니다 감사해요
28,28,좋은 말씀 정말 감사합니다! 앞으로 더 좋은 영상으로 찾아뵙겠습니다 ㅎㅎ
29,29,너무 잘 만드셨습니다.  잘 보겠습니다.  앞으로 기대가 큽니다..  구독자 학습자 시청자 빽을 믿고 과감히 제작 해주세요
30,30,시청해주셔서 너무 감사합니다! ㅎㅎ기대해주시고 응원해주시는 만큼 앞으로 더 좋은 영상으로 찾아뵙겠습니다!
31,31,챕터를 연결하니 먼가 기존과는 다른걸 보는것 같아요
32,32,7번 국도 지나다가 우연찮게 공양왕의 무덤(경기도에도 있다고 함)을 봤는데 왕의 무덤 같지않게 쓸쓸하고 많이 허름해서 맘이 허했네요.
33,33,7반국도는  경기도를  안지나는데요 ㅋ
34,34, @나홀로물류  공양왕 무덤이라고 알려진 곳이 두 군데가 있고 그 중 한 곳이 경기도 어디라고 안내판에 적혀있어서 적어본겁니다.
35,35,경기도 고양시에 있는 곳은 나름 좀 꾸며놨습니다. 조선 왕릉에 비하면 보잘 것 없지만요
36,36,오래전에도 이런 유튜브 방송이 있었다면 역사공부 이백점만점 맞았겠다 생각됩니다.ㅎ역사공부 나이들어도 관심있게 공부하고 있기에 ^^ 감사합니다.
37,37,공부로서 역사와 재미로의 역사는 다릅니다
38,38,함께 전장을누비고 어릴적 동무여도 서로 등 돌리는건 한순간이네요..
39,39,연산군꺼도 보고싶어요 조선왕들 순차적으로 해주셧으면
40,40,"와...대충 30분만 보고 딴거 보러가려고 했는데 다 봐버렸네요...최영, 이성계, 정몽주가 거의 슈퍼히어로급이군요"
41,41,아~ 한국 역사 어려워서 잘 안 보는데… 설명도 너무 깔끔하고 캐릭터들이  너뭐 이쁘다…ㅋ~
42,42,와아~ 정리 잘 되어있고 설명도 재밌어요. 최고입니다
43,43,좋은 말씀 감사합니다!
44,44,진짜 제가 필요한 부분을 이렇게 속시원하게 잘 할 콘텐츠는 처음 봅니다.ㅋㅋㅋㅋ 정말 제 소원이 이루어지는 순간입니다. 앞으로도 잘 부탁드립니다. 최고입니다~^^
45,45,좋은 말씀 정말 감사합니다!앞으로 더욱 재밌는 영상으로 찾아뵙겠습니다 ㅎㅎ
46,46, @역주행-조선왕조실록  이걸로도 한국사 기본 3급이상은 맞을 듯합니다 ㅎㅎㅎㅎ
47,47," @하니  조선왕조실록이 끝나면 고려, 삼국시대 역사도 쭉쭉 이어갈 예정이니 전부 다 보시고 1급 받으시죠!! ㅎㅎㅎ시청해주시고 좋은 글 남겨주셔서 정말 감사합니다!"
48,48, @역주행-조선왕조실록  넹 ㅋㅋㅋㅋㅋ
49,49,이방원 재미잇게 보면서 앞서 고려 왕도 궁금햇는데 이렇게보니 머리에 쏙쏙 들어오네요^^
50,50,1인다역에 삽화까지 넘넘 재미나네요^~^
51,51,공민왕이 그동안 이미지보다는 꽤 이것저것 치열하게 살았군여
52,52,설명이 쏙쏙 들어와서 시간 가는줄 몰랐네요
53,53,정말 시간가는 줄 모르고 재밌게 봤어요 ㅋㅋ
54,54,정말 좋은 영상입니다. 공부 많이 되었습니다.
55,55,진포해전당시에는 발사하는 화포가 있었던게 아니고 발사체를 손이나 기구를 통해 던져서 사용했던것으로 알고있으니 내용확인해주세요
56,56,한국인이라면 언제든 반드시 고구려의  옛 영토를 되찾아야한다
57,57,재밌게 잘 보고 있습니다.
58,58,너무 재미있어요 이틀동안 영상 다봤습니다 응원하겠습니다 요약하신 내용이랑 말투가 너무좋아서 시간가는줄 모르고 보았습니다 ㅎㅎ 화이팅!!
59,59,ㄷㄷ... 끝까지 봐주셔서 정말 감사합니다!!
60,60,요즘 이방원 드라마와 대입해 보게 됩니다 역사를 알아야 미래가 보이죠 좋은강의 감사합니다
61,61,일단 구독누르고 정주행해봅니다. 그림을 그려서 설명해서 머리에 잘들어오네요.공민왕업적중 개혁정치말고도 또 중요한게있는데 변발을 금지시키고 탈원선언이 중요한데 내용에 빠진거같습니다.무려 원나라가 고려를 지배한지 100년가까이 우리 고려민족도 몽골식 변발을 하고다녔는데 공민왕때 금지시키고 머리를 기르게해서 다시 변발이 없어진거같네요 ㅎㅎ지금 우리의 머리스타일은 공민왕 덕분입니다 ㅋ 그리고 태조이성계가 너무 착하게나오는데 정치때문에 우왕 창왕 공양왕까지 고려왕을 죄다 죽여버린놈이죠 ㅋ이성계가 왕씨만보면 숙청시켜버리니..그덕에 왕씨가 성을버리고 전씨나 옥씨로 개종해서 숨어살게되서 지금은 왕씨를 찾기가 너무 어렵게되었죠..
62,62,역사공부 넘넘 재미있게 들었습니다다시 또 들어야 겠어요ㅋㅋ 
63,63,다시 또?! 정말 감사합니다!!! 재밌게 그것도 반복시청까지 해주시다니 시청자분을 위해 다음 영상은 더 열심히 만들어보겠습니다 ㅎㅎ
64,64,넘나재미써여 ㅠㅠㅠㅠ 최고!
65,65,진짜재밌게봤어요  감사합니다
66,66,알기쉽게 설명을 잘하시네요
67,67,26:08 혜종은 이미 우왕 즉위 전 공민왕 시기에 죽어서 기황후 아들 소종이 즉위했던 시점 아닌가 싶네요
68,68,알려주셔서 정말 감사합니다!더 세밀하게 조사했어야 했는데 미처 챙기지 못했습니다.정말 죄송합니다 ㅠㅠ앞으로도 잘못된 부분이 있다면 꼭 지적해주시면 감사하겠습니더
69,69,최영은 청백리인데 권문세족편인게 의아하고 위화도회군이 정말 이성계본인의 생각인지 아니면 정도전이 설득한것인지 궁금함
70,70,위화도회군은 반반일 거 같아요 병사들을 개죽음 시킬 수 없다는 이성계와 이걸 빌미로 고려를 무너뜨리자는 정도전
