,Unnamed: 0,댓글
0,0,"기존 트럭캠퍼의 올드한 이미지를 싹 사라지게 만드는 캠퍼란 생각입니다. 옵션 좋고, 청수용량 넉넉하고, 실내디자인도 깔끔하고, 가격도 좋고, 농막도 되고 캠핑도 되고, 업무도 되는 만능이네요. 사장님께서 열심히 개발하고 노력하신 결과겠죠? 인상도 좋으시고, 트럭만 있다면 달려가겠어요. 영상 잘 보았습니다."
1,1,"간만에 좋은 트럭캠퍼 보는듯 합니다. 열심히 하시는 사장님 박수 보내드립니다. 점점 좋은 캠퍼들이 많이 나오네요.. 2~3년후면 안정적인 가격,퀄리티,디자인 정점을 찍을수 있겠네요.마음에 드는 트럭캠퍼 잘 보고 찜하고 갑니다. 사장님 번창하시고, 좋은 아이디어,제품개발, 발전하는 회사가 되었으면 합니다. 대박 나시고, 외부적으로 조금만 더 신경쓰시면 정말 더 좋은 캠퍼가 될거라 생각됩니다. 박수를 보냅니다."
2,2,사장님 아이디어가 너무좋아요 대박나세요
3,3,"3개월차 실사용자입니다.하자,업글,as 전부 만족입니다.사장님 자부심 대단하십니다.8일 전국일주중 어닝등 어닝카바 깨진거 까지 고쳐주셨습니다.가성비 내구성 전부 신경 엄청쓰셔서 제작하십니다~상담해보세요~^^"
4,4,늘 안전 캠핑하셔요 사장님
5,5,혹시 실레지만  차량별도  금액 인가요?
6,6,차량은 본인이 사가지고 가셔야합니다하부보강 꼭하시고
7,7,사장님 경력도 야무지시고 가격도 경쟁력 있다고 생각 합니다.
8,8,미니멀 캠핑의 정반대 개념으로 맥시멈 캠핑을 추구하셨는데 퀄러티가 아주 좋네요. 미래가 매우 밝습니다!!!
9,9,으아!사장님 트럭캠퍼 보고나니 내캠퍼 일찍 산거 무지하게 후회 됩니다.가슴이 아픕니다. 정말 잘 만드셨네요.가격도 정말 착합니다.다음 기회가 있다면 사장님 찾아 가겠습니다.대박나시고 사업 번창하시길 바랍니다.
10,10,요즘 계속 캠핑제국 구독중인데~~제고향 근처에 요래 가성비 쩌는 캠퍼가있어서 넘 좋으네요.세면대 사이즈 진짜 맘에 들구요^^냉장고도 커서 좋으네욤~~간만에 맘에 드는♡♡♡승승장구 하시길 바래요!!
11,11,작업 마무리 자체가 원탑입니다. 보이지 않는 곳까지 깔끔하게 잘 해주시네요. 단순해 보여도 사장님의 꼼꼼한 마인드와 나름 실용성이 돋보이네요. 내게 만약 4천만원 여유가 있다면 한 번 고민해볼만하다 생각됩니다. 다만 돈이 없네요. ㅎㅎ 모처럼 눈호강 한 것 같아요.
12,12,7
13,13,아주 잘 만드셨습니다. 가성비 갑입니다.
14,14,꼭 사고 싶군요^^깨끗해보이고 실용성좋아보이구요
15,15,사장님의 내공이 느껴지네요 고민을 많이 하신 티가 나고 너무 좋은 것 같아요 !
