,Unnamed: 0,댓글
0,0,진짜 개판도 이런 개판이 없다ㅋㅋㅋㅋ제일 웃겨 진짜ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
1,1,ㅋㅋㅋㅋㅋ진짜 처음부터 개판ㅋㅋㅋ
2,2,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
3,3,진짜 ㅈㄴ 산만함ㅋㅋㅋㅋ 진행을 어케 하는거야 ㅋㅋㅋㅋㅋㅋㅋㅋ
4,4,이분은 무도 영상에 자주 보이네
5,5, @ᄋᄉ  다계시더라구욬ㅋㅋㅋ
6,6,길이 영어하고나서 자막 외고 맞네 ㅇㅈㄹ ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ미친다
7,7,외로움을 달래는 곳 WQ
8,8,그렇습니다~~
9,9,다 아는 얼굴들 이구만
10,10,7인체제 진짜 완벽했네ㅋㅋㅋ한명도 부족함이 없어ㅋㅋㅋ
11,11,ㅇㅈ
12,12,부족했던건 명수의 머리카락뿐
13,13, @김포꿀주먹  길: ???
14,14, @김태현  광희 생각해보면 길은 선녀죠
15,15, @김태현  길은 그래도 사람이 푸근하게 생겨서 밉상은 아니엇음
16,16,7:17 정준하 자기 소중하다는 말 나오니까 서서히 입가에 웃음도는거ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ개웃겨ㅠ
17,17,??? : 어 열 안받네 ㅎ
18,18, @김일준  ㅋㅋㅋㅋ안받네 ㅋㅋㅋㅋㅋㅋ
19,19,ㄹㅇ개웃겨
20,20,약간은 모자라지만 착한 준하형
21,21,개조아 정주나 ㅜ
22,22,ㄱㅇㅇ ㅠㅠ
23,23,ㅋㅋㅋㅋ단순하고 착한 주나형 ( 모자라지만)
24,24,"2:23 이거 네 번은 봐줘야 됨... 전체적인 분위기 한 번, 귀여운 유재석 한 번, 광기어린 노홍철 한 번, 춤선 고운 형돈이 한 번 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ"
25,25,이댓글 읽으면서 포함해서 5번
26,26,이 다음에정준하 : 지인 찬스하고...유재석 : 오픈북 찬스!이거도 개웃김 ㅋㅋㅋㅋㅋㅋ
27,27,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
28,28,진짜 귀요미들..
29,29,끝나고 바로 박명수 뽕뽕뽕?춤추는것도 귀여움ㅋ
30,30,ㅋㅋㅋㅋㅋㅋ
31,31,하하 심정 너무 이해된다ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
32,32,누가봐도 저건 기분나쁨
33,33,악플러 양산 정준하 기대하게 만드는 사람 🤬🤬🤬
34,34,제일 개같은게 저건데
35,35,대갈 깨고 싶었을듯 ㅋㅋ
36,36,비틀즈껀 좀 심했다 그 전까진 까이고치이고 이해했는데 ㅋㅋ
37,37,저 자리에서 대가리 안꺠버린게 ㄹㅇ 성인군자 ㅋㅋㅋ
38,38,촬영만 아니였으면 한대 때렸다 진짴ㅋㅋㅋㅋㅋ
39,39,겨우 한대가 아니라 거의 손절갈임ㅋㅋ
40,40,정준하는 욕을 매번 쳐먹어야함ㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎ
41,41,무슨일임??
42,42,왜인지는 모르겠는데 내 최애편...ㅋㅋㅋㅋㅋ 그냥 다들 너무 귀여움ㅋㅋㅋㅋㅋ
43,43,진행하는 사람은 보통 정답을 알고있단 말이에요~~~~ ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 정총무 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 유재석이 옆에서 슬슬슬 놀릴때가 제일 웃김
44,44,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ정준하 개웃김ㅋㅋㅋ
45,45,정준하 극비호감
46,46, @윤혜미  어쩌라는거지? 관심원해?
47,47,스윙스의돈까스 그건 좀 심한듯
48,48,극비호감이라는건 개인의 사고를 나타낸 수준의 말이고 개같이 생겼다는건 인신공격. 논쟁이 더 필요?ㅋ 극비호감이라고만 말했으면 그냥 까였을텐데 알아서 대타 등장하네ㅋ
49,49,걍 악플에 악플다는 수준이...
50,50, @장서빈  정준하 덧니 닮았다는건 정준하 덧니 비호감이라고 인정하는거네 ㅋㅋㅋㅋㅋㅋ
51,51, @장서빈  그니까 정준하 비호감 맞다고 ㅇㅇ
52,52, @장서빈  어쩌긴 뭘 어째 ㅋㅋㅋㅋ 니 말대로 정준하 비호감인거 공감한다고 ㅋㅋㅋ
53,53,방송으로 편집하고 다듬어서 이정도면 실제론 진짜 상상이상일듯... 왜 연예계에서 말 많은지 공감
54,54,이 편 코디 다 너무예쁨 각자 캐릭터에 맞게도 잘입히고 체크+가을 무드로전체적으로도 조화됨 ㅜㅜ
55,55,하하 코디 특히 예쁨
56,56,아 유재석은 신이야 ㅋㅋㅋㅋㅋㅋ 저 맴버들 진짜 잘 이끌어줬다 ㅠㅠ
57,57,ris Ch 이새낀 뭔데 시비야 ㅋㅋㅋ
58,58,몇년이 지나도 웃기네... 자막이 진짜 한몫한다 개웃김 센스
59,59,14:30 부터 다단계 퀴즈 진짜 ㅈㄴ 웃기네ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 퀴즈의 신세계ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
