,Unnamed: 0,댓글
0,0,저당시 뮤비들이 다들 영화 같아서 너무 좋았는데ㅠㅠ 학교 갔다 와서 집에서  엠넷 채널V 켜놓고 뮤비 많이봤는데  그립다..
1,1,역시 옛날 노래가 좋지요 ~ ~
2,2,️️90년대 히트발라드곡  2000년대 발라드 명곡 모음  다시 듣고 싶은 발라드 116곡
3,3,90~20년대 노래가 진짜 노래죠b^^b
4,4,가끔 이렇게 처음부터 끝까지 좋은 플레이리스트를 발견하면 기분이 너무 좋은것
5,5,옛날 노래들 넘 좋아요
6,6,선곡이너무좋아요~~~~찐 감상하고 갑니다
7,7,노래잘듣고있어요 감사합니다
8,8,사무실에서 듣고있으니 너무 좋으네요
9,9,벌써일년 처음에 나오는 인트로 들을때마다 생각 나는 예전. 잘들었습니다 땡큐
10,10,"박서진님 너무 멋있어요~~애절하면서 간드러지는 목소리 최고입니다최고의 가수님이 되시길 응원합니다"
11,11,아프니까 사랑이죠가 솔로곡중에선 그나마 잘뜬듯
12,12,첫곡부터 근본 그 자체1990년대가 대한민국 가요계의 지각변동 시기라면2000년대는 K-POP의 개념이 정리되어가는 시기라고 할수있겠다그리고 2010년 초중반부까지 대한민국 가요의 정점을 찍었다가2010년 후반과 지금은 1회성 딴따라가 대부분인게 현실
13,13,"연속듣기 2000년대 인기 발라드 모음 2001~2010년, 가사포함"
14,14,매일 저런 풍경이 보이는 곳에서 여유로운 삶을 살고 싶다....
15,15,드라마 OST 명곡 Top 20  BEST 최고의 시청률 명품 드라마 OST /Korean Best Drama OST
16,16,2010년꺼 까진데 박정현 꿈에가 왜있죠나가수버전(2012)인데..선곡 개좋은데 옥의 티..
17,17,음악 들어서 좋아요 ~~
18,18,노래신난닷^^♡
19,19,"나는 여기있는 모든 사람들에게 건강과 행운, 사랑과 직업을 기원합니다️행복한 경청을 기원합니다"
20,20,행복은 멀리 있지 않다 그러나 행복은 항상 우리 주변에 있는 것입니다. 소소하지만 그 사람과 있으면 행복해 ️
21,21,저 사진속의 김현주는 2000년대 내가 본 가장 이쁜 단발머리 여자였다
22,22,내가 아는 단발머리도 이뻣었는데지금은 잘사는지 궁금하다
23,23,제가 김현주를 왜 좋아했었는지 기억나게 해주는 리즈 시절 미모네요.. 크으.. 이쁘다…
24,24, @Jun Jay  진짜 가식없는 이쁨이랄까.. 화장을 하든 안하든 그냥 김현주만의  아름다움이 있었죠
25,25,순간 잘못읽어서 사진속의 여자가 본인이라는줄..
26,26,"연속듣기 2000년대 인기 발라드 모음 2001~2010년, 가사포함"
27,27,"""가사 포함"" 이라고 적혀 있는데 노래 가사는 없는디요. 노래 가사가 어디에 있다는건가요?"
28,28,배경은 어느 드라마의 장면인가요?
29,29,벌써 일년 MV !
30,30,브라운 아이즈 1집 벌써일년 의 뮤비중 한장면 입니다. 2집 점점 하고 뮤비 연결됩니다ㅎㅎ 저당시 영화 같은 뮤비가 유행이였죠 스토리 연결 되는거 ㅎㅎ
31,31,2:10:00  사랑의인사
32,32,긋
33,33,가사 어딨어요~!!!!
34,34,가사? 노가사? 가사포함이란 단어는 왜 있는거지?
35,35,시간 안적혀있넹
36,36,흠...
37,37,브라운아2즈?
38,38,"항복이냐? 옥쇄냐?사탄하느님에게 포위된 니조그룹(조선일보+티비조선)의 운명은?블로그 ""사탄어 포털"" /1329파란의 사탄 동생, 태연이(사텬)-아마겟돈의 승리자!"
39,39,파트분배 잘 됐고 화음 완벽하고 진짜 뭐 하나 부족할 거 없는 명반
40,40,지금까지 이 노래 들은지 100번째 입니다! 좋은 노래 감사해요!
41,41,듣고 있으면 눈물도 나고 30년 전 대학 신입생 때의 이제는 아련한 추억이 되어버린 옛생각을 하다 보면 세월이 참 빠르다는 생각이 듭니다. 이 노래 듣는 모든 분들 2020년에 건강하시고 행복하시고 부자 되시길 진심으로 기원합니다.
42,42,5년동안 기다리던 아기가 시험관으로 이번에 찾아와주었어요. 이제 4주라 아직 너무 불안하고 걱정이 많아 잠들기 어려운데 이 음악이 마음을 한없이 평안하게 만들어주어요. 앞으로 임신기간 계속 들으려고해요. 이렇게 축복되는 음악 올려주셔서 넘 감사해요.
43,43,Ooki
44,44,걸그룹 마니아라면 잊지 못할 걸그룹중 하나... 2007~2015년 걸그룹들 사랑합니다.
45,45,노래가 너무 좋아서 눈이 부릅 떠지네용ㅎㅎ
46,46,좋은밤 보내실분 iG
47,47,"새벽에도 올리시는 당신의 노력을 다른사람들이 알아줬으면 좋겠어용"
48,48,공부에 지친 저를 위로해주며 여유를 갖게 해주는 음악이네요. 새벽에 차한잔과 과자와 함께 들으니 어느새 고3의 지친 하루의 유일한 낙이 되었습니다. 좋은음악 정말 감사드리며 앞으로도 자주 들러야겠네요^^
49,49,오늘도 역시 추억의 팝송으로 가슴을 설레게하네요. 학창시절때의 칭구들과 밤새며 들었던곡들입니다. 즐감하고갑니다. 건행하세요.
50,50,61생 입니다. 고국을 29세에 떠나서 젊은 시절 음악 다방에서 친구들과 함께듣고 했던 그 시절이 너무나 그리워 지는 2020년 1월에 너무나 고요한 독일의 조그만 시골 마을에 밤 입니다 고국의 모든것이 그리워 지네요 모두들 행복하고 건강하세요
51,51,좋아하는 음악으로 지친 하루를 마무리하기 너무 좋아요^^ 이 댓글을 읽는 모든 분들이 행복하고 건강하시길 바랍니다 ️️
52,52,추억의 발라드 너무 좋아요. 감사합니다.
53,53,눈물이 나오네요....ㅠㅠ 그동안 슬퍼했던 기억들이 행복해지는 것 같습니다... 좋은 노래 잘 듣고갑니다.
54,54,좋은밤 보내실분 aK
55,55,"새벽에도 올리시는 당신의 노력을 다른사람들이 알아줬으면 좋겠어용"
56,56,좋은 음악 만들어주셔서 정말 감사합니다. 
57,57,진짜 역시 우리나라가 제일 좋아 다들 헬조선 헬조선 그러는데 세상에 문제 없는 유토피아가 어딨다고 나는 이렇게 감성적인 노래 올려주는 사람들이 있고 이런 노래들을 즐기고 거기에 울고 서로를 위로해줄수 있는 사람들이 있는 우리나라가 너무 대단하고 소중한데
58,58,진심으로 공감합니다
59,59,처음노래가 너무 좋아요!! 제가 좋아하는 노래들만 있네요 잘 듣고 가요^^!
60,60,좋은밤 보내요 oe
61,61,"새벽에도 올리시는 당신의 노력을 다른사람들이 알아줬으면 좋겠어용"
62,62, @편한 만남 맺어드림니다 프사보세요  q
63,63, @편한 만남 맺어드림니다 프사보세요  짱^^
64,64,이 음악을 공유 해주셔서 감사합니다. 여러분 모두가이 음악을 즐기고 편안하게 쉬실 수 있기를 바랍니다.
65,65,그때는 몰랐는데  지나고보니 세월이  너무빨리  자나갔네요  그래도   노래는   그대로네요  들을수  있으니   반갑고   좋아요  이노래를  듣는분들  다  행복했서면   옛날  추억들도 생각하고  젊은날을 회상하면서들
66,66,지금 들어도 엄청 좋다~~ ^^
67,67,그때는 몰랐는데  지나고보니 세월이  너무빨리  자나갔네요  그래도   노래는   그대로네요  들을수  있으니   반갑고   좋아요  이노래를  듣는분들  다  행복했서면   옛날  추억들도 생각하고  젊은날을 회상하면서들
68,68,"THANK YOU FOR THE GIFT THIS BEAUTIFUL ÁLBUM, INCREDIBLES VOICES AND SONGS ESPECIALS, SWEET AND SOFT, UNFORGETTABLE MARVELLOUS SUPERSTARS"
69,69,"새벽에도 올리시는 당신의 노력을 다른사람들이 알아줬으면 좋겠어용"
70,70,좋은노래 감사합니다 
71,71,노래선곡 좋네요 잘듣겟습니다 ~^^
72,72,"신촌의 크리스탈, 우산속, 하이클라스, 콜롯세움, 기억나지않는 몇몇 닭장이 생각나네요. 이음악듣고 좋아하는사람들 다 50대일텐데 80년대 후반 젊음의 광기로 하루종일 춤춰도 지치지않던 그시절의 수많은 추억들..너무너무 그립습니다 . 지금 요리하면서 음악듣고 춤추면서 요리하니 너무 신나고 좋아요. 기쁨을 주셔서 감사합니다"
73,73,6.ㆍ2222ㆍㄱ2ㆍ22ㄱ2ㆍ2ㅣㅐ걱2ㅓㅓ2ㆍ22ㅣㅣ22222ㆍ2ㅑㄱㆍ게ㅏ거ㆍ게ᆢ걔ㆍ2ㅏ가기ㅏ캐ㅓㆍ
74,74,와~우산속 ㅎㅎ제 처음간 나이트였어요1989년이네요추억에잠겨봅니다^^
75,75,"이제이 노래는 제가 쉬고 나서 처음 들었던 노래입니다.매우 달콤하고 따뜻한이 노래 감사합니다."
76,76,일하면서 듣고있는데잔잔하고 듣기좋아요감사합니다
77,77,일하면서 듣고있는데잔잔하고 듣기좋아요감사합니다
78,78,a
79,79,노래듣고 잠시 타임머신타고 예전의 젊었던 나를 회상하게 만들어주네요 이젠 아줌마가 되었지만 노래듣고있는순간만큼은 20살로 돌아가봅니다 노래너무 좋아요
80,80,매일 매일 듣고 싶어지는 좋은 노래 BEST 50
81,81,6번을 못넘기고 또돌려듣고... 아  너무좋다...ㅠㅠ
82,82,노래 너무 좋아요!!
83,83,너무 좋아.... 감사해요
84,84,노래 잘듣고갑니다~~
85,85,"새벽에도 올리시는 당신의 노력을 다른사람들이 알아줬으면 좋겠어용"
86,86,
87,87,좋은  노래  잘  들을게요  너무  좋아서  마음이  좋아요~~~^^**
88,88,이때노래가 진짜 감정담긴노래들같아..요즘노래들은 다똑같이들리고 그냥그래..
89,89,가는 세월은 잡을수가 없네요 음악 감사히 듣겠습니다 모두 제가 좋아  합니다 
90,90,이런 감성적이고 감정적인 댓글처음 남깁니다올려주셔서 감사합니다위로가 되는 긴 밤입니다.
91,91,이 시대 발라더 너무좋지 요즘은 조규현 정승환 벤 이정도 인거 같다 ...
92,92,"퇴근하면서 듣는중인데 너무 죻아요. 이렇게 만들기도 쉽지않았을텐데 고맙습니다. 속이 시원해지는 기분입니다. "
93,93,Love this song's a lot eventhough I cann't understand so sweet & I love to listen  love song & mellow music.️️️
94,94,비오는일요일잔잔한음악산책하며 힐링하네요
95,95,선곡 대박이네요!!
96,96,너무  잘  들을게요  마음을  울리는  것  같아요  좋아요~~~^^
97,97,"새벽에도 올리시는 당신의 노력을 다른사람들이 알아줬으면 좋겠어용"
98,98,"K POPHWO NOT LOVE TO MUSIC WHEN LISTENING TO THOSE SONGS IN THE VOICES  WONDERFUL OF SINGERS  KOREAN, ESPECIAL ÁLBUM 19902000,SONGS THAT WILL BE RECORDED AS A SOFT CARESS IN OUR SOUL, UNFORGETTABLE AND EXCELLENT COMPOSITION THAT WE  WILL NEVER BE ABLE TO FORGE, IS A TRUE JEWELTHANH YOU, SARANGHAE, "
99,99,"새벽에도 올리시는 당신의 노력을 다른사람들이 알아줬으면 좋겠어용"
100,100,좋은 노래 감사합니다 ~!!!
101,101,좋네요
102,102,"새벽에도 올리시는 당신의 노력을 다른사람들이 알아줬으면 좋겠어용"
103,103,나윤권 기대 언제 들어도 명곡
104,104,좋아요!마음을흔들게하네요^^
105,105,좋은노래매일고맙고.항상감사함니다.건행하세요.
106,106,듣기만 해도 설레는 1990~2000년 발라드모음 우리가 사랑했던 추억노래 | Korean ballad songs@K-POP 발라드 모음 - PlayList
107,107,"새벽에도 올리시는 당신의 노력을 다른사람들이 알아줬으면 좋겠어용"
108,108,golden period
109,109,듣기만 해도 설레는 1990~2000년 발라드모음 우리가 사랑했던 추억노래 | Korean ballad songs
110,110,"새벽에도 올리시는 당신의 노력을 다른사람들이 알아줬으면 좋겠어용"
111,111,이 상을 받으신 모든 분들이 항상 행복하고 건강하시길 바랍니다️
112,112,아듀 20대! 슬픔이다 정말 아싑다ㅜ
113,113,31일날 자정때 숫자세면 맥주먹으면서 울으야겟다 사진보면서....ㅎ
114,114,20대를 그리워하고 추억해야겠군..눈물나 증말!
115,115,이새벽에 팝송 으로열고 있다 유투브에 나오는 넘  감사드려요 오랜만에 팝송 들으면서 ~~^^
116,116,노래가. 좋네요 구독 좋아요
117,117,캠핑와서 애들 재우고 불멍하며 듣는데 좋아요ᆢ혼자 멍하니 잔잔하니ᆢ
118,118,"새벽에도 올리시는 당신의 노력을 다른사람들이 알아줬으면 좋겠어용"
119,119,발라드 명곡 모음 광고없음 노래모음 2021  좋은노래 일할때 듣기좋은 발라드추천 노래모음 광고없음 팝송행복한 경청을 기원합니다...
120,120,"일하면서 감상 하니 너무 좋으네요,,,,,,,,,,,,,,"
121,121,"잔잔한 음악과 내리는 비 • 숙면 음악, 피아노 음악, 명상 음악"
122,122,ㅣㅣ
123,123,ㅣㅣ
124,124,듣기만 해도 설레는 1990~2000년 발라드모음 우리가 사랑했던 추억노래
125,125,ㄷ
126,126,정말 보기만 해도 설레네요
127,127,"지금현재 손바닥 중앙에 빨간점이 있는데 꿈에서 전생을 꾼것같았음 조선시대같은 평민에 한복차림에 쫒겨다니다가 어떤 상투튼 조선시대드라마에나 사극 이런데에나 나올것같은 남자가 활을 쐈는데 그걸 멍청하게 손으로 막았던 그 꿈이 기억이 나네요  우연히 소름돋게 딱 맞아떨어져서 소름"
128,128,듣기만 해도 설레는 1990~2000년 발라드모음 우리가 사랑했던 추억노래 | Korean ballad songs@K-POP 발라드 모음 - PlayList
129,129,"새벽에도 올리시는 당신의 노력을 다른사람들이 알아줬으면 좋겠어용"
130,130,전 현재 오른손 검지랑 중지안쪽에 굳은살있는데 혹시 전생에 제가 쏜거라면 사과를..ㅇㅅㅇ
131,131,테이 사랑은 향기를 남기고를 듣다보니..04학번 대학 정말 사랑했던 첫사랑이 떠오르네요...
132,132,저도 04학번인데.. 정말 세월이 너무빠르네여..준코에서 정말 많이 나왔는뎅..
133,133, @신재원  악 준코ㅎㅎ
134,134,듣기만 해도 설레는 1990~2000년 발라드모음 우리가 사랑했던 추억노래 | Korean ballad songs@K-POP 발라드 모음 - PlayList
135,135,이 댓글을 읽는 모든 분들이 항상 행복하시고 모든 일에 성공하시길 바랍니다
136,136,아 노래 좋아요~~ 집에서 요리하면서 듣기 딱 좋아~~
137,137,너무 행복합니다
138,138,"새벽에도 올리시는 당신의 노력을 다른사람들이 알아줬으면 좋겠어용"
139,139,세월이 지났는데도 나오는 노래마다 가사를 읊고 있는 내가 신기하다
140,140,바탕화면에  창정이형 보고 왓네요...  노래들이 제가 좋아하던  곡들이라 좋아요 구독갑니다 ㅎㅎ
141,141,노래와 상관없이 미녀 얼굴이 자꾸 눈에 가는 건 무슨 문제이지.ㅋㅋ
142,142,오 블핑 신곡 첨 들어봤는데 노래 괜찮다
143,143,ㅣ
144,144,포맨&미 - 그 남자 그 여자
145,145,이문세씨 노래는 어떻게 이렇게 가삿말과 음악까지 마음을 울릴까요...ㅠㅠ 요즘엔 정말 들을수 없는 감성의 노래에요.... 위로 받고 갑니다
146,146,모음댄스 님 축하드립니다.건강한 아기 출산하세요!!
147,147,"하나를 선택한다고 다른 하나를 꼭 버릴 필요는 없었는데학창시절 행복을 챙기겠다고 좀 더 먼 미래를 미뤘지만지금 생각해보면 그 사이에서 갈피를 못잡아서 이도저도 못했네요.  지금 와서 생각해면하고 싶은 거 하면서, 친구들과 같이 놀면서도혼자 핸드폰 하는 시간, 낮잠,  멍 때리는 시간 들에 공부를 할 수 있었는데왜 두개를 다 잡을 수 없다고 생각했을까요.  지금 행복하려면, 소중한 추억을 쌓으려면공부는... 재수도 있으니까.. 학창 시절은 못돌리니까...그런 마인드로 살아왔는데지금 생각해보면 학창시절 중 소중한 추억이 365일 내내 있었던 것도 아닌데다른 사람들보다 노력은 덜 할 수 있어도제가 지냈던 학창시절보다는 더 열심히 공부할 수 있었겠죠.  지금은 재수중입니다.머리도 밀고, 핸드폰도 없애고 유튜브도 하루에 많아야 30분, 뉴에이지나 공부자극을 주는 스토리만 봅니다.여러 유튜버를 보면서 느꼈지만 생각보다 사람 사는 방법은 다양했습니다.하고 싶은 것, 공부 무조건 둘 중 하나를 포기해야된다고 생각했던 전전교 상위권을 유지하면서 유튜브를 운영하는 사람들을 보니이런저런 탓을 했던 제가 한심해지더군요.  하지만 그런 삶을 살면 어땠을까라는 생각도 했으나제 삶에 후회는 없습니다.  지금 이 힘든 시간을 극복할 수 있을거라고 확신하기 때문에,역경을 딛고 더 강한 사람이 될 것이라고 확신하기 때문입니다.;"
148,148,7774
149,149,저는 님 지금 시기에 그런생각조차안했어요지금은 자식이 벌써 중학생이네요..잘해나가실수 있을분이란 생각이드네요^^
150,150,"새벽에도 올리시는 당신의 노력을 다른사람들이 알아줬으면 좋겠어용"
151,151,지친 하루를 구름 속처럼 잔잔한 발라드로 마무리하니 너무 좋은데 매일 발라드 듣는 걸 좋아하는 나 같은 사람 있을까? 
152,152,굿
153,153,무한한 우주님은 언제나 내편입니다  온세상에 좋은운은 내게 끌려옵니다 나는 매일매일 모든면에서  모든것이 좋아집니다 내가 바라고 원하는것 모두다 이루어 집니다 고맙습니다 감사합니다  덕분에 제삶은  더없이 행복합니다
154,154,듣기만 해도 설레는 1990~2000년 발라드모음 우리가 사랑했던 추억노래 | Korean ballad song
155,155,노래를 들으면서 댓글을 보는 사람 
156,156,"2 ♪첫소절만 들어도 눈물샘 폭발하는 슬픈 노래모음 ♪들으면 눈물나는 발라드 명곡추천 양파, 이승기,왁스,김범수,소울스타,원티드,숙희,린,민경훈,문명진,루다,더씨야,윤건,디셈버"
157,157,"자랑스러운.우리양지원왕자님!.왕자님노래찾아.수만리.여기서만났네요.엿가지도.딋가지도.붇이지않고.아름답게.뽑아내는.귀신도.못따라올.이쁜목소리.내인생길에.살아야할.이유중에.한부분을차지하고~있답니다.언제나.멋진감사합니다.부디건강하십시요.진정.많이많이사랑합니다.트롯트인생24년.정말.멋진목소리.찾으셧으니.우리들도.날마다행복하고.신난답니다.오늘도.양지윈노래찾아.바다도건너고.하늘도.솟아야지.얏호,!"
158,158,주옥같은 드라마 ost 를 모아서  들려주시니 너무 너무 고마워요..
159,159,"내일의 나는 오늘의 나에게 고마워할거야-뽀로로"
160,160,군침이 싹도노!-루피 
161,161,"uZv2rQslVv0 듣기만 해도 설레는 1990 2000년 발라드모음 우리가 사랑했던 추억노래 - 박효신 눈의 꽃 신용재, 미 - 그 남자 그 여자 가슴아파도 Korea"
162,162,노래방마렵다 진심
163,163,ㅇㅈ
164,164,갸슴아파도우~ 나 이뤴게 우울~어요우~~
165,165,"새벽에도 올리시는 당신의 노력을 다른사람들이 알아줬으면 좋겠어용"
166,166,창정이형 노래 잘 하는 건 알겠는데보톡스좀 고만 맞어 여자연예인들 도마뱀 되는 것만으로도 충분한데형까지는 그러지 말자
167,167,생각난다
168,168,"새벽에도 올리시는 당신의 노력을 다른사람들이 알아줬으면 좋겠어용"
169,169,시작하자마자 광고 나옴
170,170,그남자그여자 포맨거가 90년노래는아닌데
171,171,2:52:25
172,172,2:52:25
173,173,"새벽에도 올리시는 당신의 노력을 다른사람들이 알아줬으면 좋겠어용"
174,174,2:52:21
175,175,3:00:00
176,176,ㄴᆢㄱ
