,Unnamed: 0,댓글
0,0,열심히 일한 자 롤스로이스를 타라. 크으.. 왜 가능하면 롤스로이스를 타야하는지 100% 납득해버리고 말았습니다. 지구상에서 가장 진화한 형태의 차량이 롤스로이스군요.
1,1,너무 재밌어요 ㅎㅎ허경영님도 아량님도 모두 잘 되셨으면 해요!ㅎㅎ
2,2,저런차도 끌고 잘사는 분인것같은데도 총재님을 알아보시고 생각이 묵직한분이시군요 서민들도 저정도에 차는 아니어도 빚갚고 화목한가정 범죄없는 나라 잘살수있는 나라가 되길 적극바라고바람니다
3,3,형 진짜 유튜버 다 됐다. ㅋㅋㅋㅋㅋ
4,4,이번에 뽑을 사람 진짜 없다 허경영 최고
5,5,와 총재님 알아본 자 복이 있나니축하드립니다~ 재밌게 잘 봤어여 ㅎㅎ
6,6,허경영총재님 내년에 꼭 대통령되셔서 대한민국 살기좋은나라로 만들어주세요^^~영상 잘보고갑니다~
7,7,허경영총재님을 존경합니다.
8,8,팬텀 정말 이쁘네요 ️️
9,9,진짜 멋지다 롤스듀오
10,10,축하합니다슈퍼아량 성공하실꺼예요 하늘궁 에서 신인님 의 에너지 를 듬뿍 받아가시니까요
11,11,이미 성공….
12,12,와 ㅋㅋㅋㅋㅋㅋㅋ 상상도 못했는데 의외로 허경영하고 캐미가 잘맞네
13,13,이제 형도 허경영의 이름을 세 번 부르면 모든 게 다 이루어지는 힘을 얻었군요.. 참 유튜버
14,14,허총재님과 함께하는 롤스로이스 소개 및 지식배틀 !!!
15,15,와 ㅋㅋㅋㅋ 섭외력지린다 형
16,16,유쾌하게 잘 보았습니다. 멋져요~
17,17,대한민국 희망의 아이콘 !!난세에 출현한 구국의 영웅 !!하늘이 내린 20대 대통령 허경영 !!
18,18,슈퍼아량님 감사 드립니다허경영 허경영 허경영 신인 허경영 총재님 사랑합니다 ...
19,19,자동차세 유류세는 혁명이네 ㄷㄷ
20,20,허경영은 진짜다… 이번대선은 허경영이다 무조건 ㅇㅇ
21,21,두분 사이 너무 좋아보여요 화이팅 !
22,22,뭐야 제가 처음 슈퍼아량님 영상 처음 봤을때보다 한국어 더 자연스러워진거 같애요! 원래도 유창하셨긴 한데
23,23,30년 전부터  저공약 허경영짱 애민정신다음대통령 허경영
24,24,천재정치혁명으로 이난세를 구해주실 분은 이미예정된 허경영 대통령님 이십니다 존경합니다 사랑합니다
25,25,허경영총재님 만나니  영광입니다
26,26,시계도 리뷰 한번 해주세요! 파텍 리차드밀 AP 등등...
27,27,오 ~~~축하드려요!!! 승승장구 하세요 
28,28,구독 했어용^^  넘 재밌네요♡
29,29,둘이 왤케 잘어울리냐 ㅋㅋㅋㅋㅋㅋ
30,30,허경영이 답이다
31,31,다음에 상담하는것도 꼭 보고싶네요 ㅎㅎ
32,32,롤스로이스는 돈만 많다고 살수 있는게 아니라 그사람의 능력(독일 4스타 이하는 못삼)/그 사람의 자본력 (매달 몇 십억 씩 쓸수 있는 자본력)을 보고 차를 팜. 결론:허경영 롤스로이스 보험료 미납 리스대금만 800만원 ((허경영 정도 옵션이여서 10억 정도지 ㄹㅇ 부자들이 타는 옵션은 100~300억까지 나감))
33,33,요즘은 다 살수있는데...물론 돈만 있다면
34,34,예정된 대통령.동방의 등불.공존 공영.허경영..
35,35,수퍼아량 계탓다!!! 승승장구 하세욤!!
36,36,허경영총재 님만이답있다 응원합니다
37,37,둘다 멋져요!
38,38,슈퍼아랑 님 ㅋㅋ  허경영 대통령 후보님ㅋㅋ 이랑 대화하느라 고생많았습니다 ㅋㅋㅋㅋ  중간에 말 끊기도 힘들었을텐데 ㅋㅋㅋㅋ  나름 고충이 있었겠지요 ㅋㅋ그래도 ㅋㅋ 영상 보는 입장에서  재미있는 내용이 허경영 총재님 입에서  술술 나오니깐  아주 재미있습니다 ^^ 슈퍼아랑님 부자 되라!!~~~~~~~~~~
39,39,허경영 만세 만만세
40,40,잘못본 줄 알았는데 진짜 경영좌네..
41,41,아니 허경영을 어떻게 연락하셔서 인터뷰하신건가요 ㅋㅋㅋㅋㅋㅋ
42,42,롤스로이스는 찐이지 ㅎㅎ♡
43,43,마지막기회!!허경영후보가 답이다 대통령 꼭되야됩니다! 우리에게 서민들에게 마지막 기회입니다!여러분 허경영 후보 갑시다 1억 받을려면 뽑고 더힘들게 살려면   그냥 그렇게 생각없이 또 망가지는거죠 기득권 깨라 쓸때 없다! 바른 방송하라!국민들이 힘을 모아야
44,44,자동차 리뷰네요 ㅎㅎ
45,45,허경님이여기서!!대박
46,46,형님 너무 귀여우십니다
47,47,아령ㅋㅋㅋㅋㅋ 화이팅요!!!!!
48,48,아량이가 허경영 총재님이랑 급이다른 부자일탠데....
49,49,허경영  허경영  대통령이되야됩니다..굿굿
50,50,이분은 진빼이다 ㅋㅋㅋㅋㅋㅋㅋ 이분 대통령 됏으면 좋겟네 진짜 매번 생각해봄 ㅋㅋㅋㅋㅋㅋㅋ 재 2의 베네수엘라가 될수도 .......
51,51,맞춰주시는건가아님 진짜 지지하시는건가
52,52,수퍼아랑  허경영총재님만난 인연으로 승승장구 할겁니다  허경영 대통령후보님 많은분들께 많이많이  알리시고  20대 대통령 허경영당선할수있게 홍보 많이해주세요
53,53,허경영 허경영 허경영 33정책
54,54,페북에서 본게 찐이였어 ㄸ
55,55,대경영
56,56,3억받으려면 내가 10년후 결혼 해야겠는데
57,57,부자정치인=허경영 대통령=이재명ㅋㅋㅋㅋㅋㅋ
58,58,답은하나다 허경영
59,59,와  허경영 대통령이다
60,60,허경영 신형으로 바꿨네 ㄸ
61,61,전에 롤스로이스 구형 그거 다른사람이 사준거라는데
62,62,"허경영총재님 명언~!""국가에 돈이없는게아니라 도둑놈이 많다"" ~!!국민들은 그 쓰레기 도둑놈을 또...찍어줘~!?!?당신들은 거지가되도 싸~️️"
63,63,형 나 내일 시험인데 응원좀 해줭
64,64,허경영 허경영 허경영 ♡♡
65,65,롤스로이스랑 볼보랑 헷갈린거 아닌가
66,66,수동차매물있어요?
67,67,오 그린 화이트 이쁘다
68,68,다음대통령 허경영
69,69,형 천장 높은거 좋아하면 내 레이랑 차 바꿀래 ?내레이 풀옵션이야
70,70,저도...18살..
71,71,결혼하면 3억 ㅋㅋㅋㅋ… 혼인신고 이혼 반복 하는 직업 생기겠네
72,72,저사람은 뭘로 돈버나요?
73,73,아 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
74,74,1등!
75,75,오늘 제생일이에요
76,76,허경영 대통령되시면 생일케잌과 금일봉10만원 드림~!!
77,77,축하해요   
78,78,허경영 빵상 아줌마 게임해보신분?
79,79,5
80,80,오바야
81,81,차 리뷰할 때 쭈니오빠 한국어 엄청 유창해지심ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 신기신기ㅋㅋㅋㅋㅋㅋㅋㅋ 근데 진짜 연도까지 술술 나오시고 차에 대한 지식 엄청나셔서 새롭게 보인다......
82,82,보면서 왓썹맨님 차리뷰 하셔도 될정도로 수준급 지식을 가지고 계시네요! 
83,83,ghksdl rla 가라..
84,84,인정 기억력
85,85,이 형 차리뷰할때는 진짜 멋있다...ㅋㅋㅋ  뭔가 지식자랑하려는게 아니라 정말 차 좋아하는 사람이 조리있게 설명하는 느낌... 이 편은 뭔가 무편집 버전도 보고싶어진다...  ㅋㅋㅋ
86,86,평소에 보믄 그냥 요상하고 웃긴 반백살 아저씬데 디자인이나 차같은 본인 전공 및 흥미 위주로 가면 갑자기 멋있는 횽 됨ㅋㅋㅋㅋㅋㅋ
87,87,ㅇㅈ정말 행복해 보여서 나도 행복해 보인다
88,88,ㅎㅎ
89,89,까봐섭 차리뷰는 정말 정기적으로 합시다 차에 관심없는 사람인데도 와썹맨의 유창한 한국어로 귀에 쏙쏙 박아주네
90,90,내가 진짜 별의별 사람들한테 자동차얘기 오지게 많이 들어봤는뎁 얘기 잘한다는 사람들다 좀 듣다보면 귀에 안들어오고 재미1도 없고 이해도 안되는데 진짜 와썹맨 차 설명 진짜 재밌고 이해 잘되게 잘하는 것 같아요 끝까지 스킵 한번도 안하고 봄
91,91,차 리뷰가 ㄹㅇ 꿀잼임 ㅋㅋㅋㅋㅋㅋ 차리뷰 앞으로도 많이 해주세요 ㅋㅋㅋㅋㅋㅋㅋ 쭈니형이 관심있는 분야라서 전문가 분위기가 딱 남
92,92,i don't know anything about cars but i love watching your car reviews! You use really good analogies and point out interesting features of the cars 
93,93,형... 그 브랜드의 역사까지 알고있으니까 너무 좋잖아.... 어떤 차리뷰에서 저런걸 설명해줘... 심지어 정보가 다 정확해... 그리고 차마다의 디자인에 대한 이해도가 쩔어...또 다른차 많이많이 까봐섭 해주세요!!!!카니발 저렇게 얘기해주는데 PPL 안줄꺼에요???(롤스로이스에 비교해서 안꿇리게 만들어주는데!!)
94,94,이 형 차 리뷰할때가 제일 웃기고 전문적이라서 좋아
95,95,can't wait for the subs >< love Mr.Joon's passion in cars!
