,Unnamed: 0,댓글
139,139,힘 든 한해를 돌아보며참 좋은 생각을 하게 하고 마음을 보다듬어주는 방송이였습니다. 아껴서 기다리며 들었습니다. 감사합니다.
140,140,
141,141,불가피하거나 일반화 된 영어 사용을 제외하고는 한국어 표현 부탁드립니다잘 듣고 있어요. 올해는 알릴레오 따라 독서하기를 목표로 잡았어요.유작가님 고맙습니다.
142,142,참으로 유익한 내용 입니다.
143,143,늘 고맙습니다새해에도 건강하시고복 많이 많이 받으세요~^^
144,144,"유시민 이사장님 조수진 변호사님 게스트로 참여한 장동선, 이항심 박사님 올 해 모두 수고하셨고 새해 복 많이받으세요!"
145,145,장동선박사님~오랜만에 뵈어 넘 반갑고 이야기 들어서 넘 좋았어요~ 유튜브 채널 궁금한 뇌 꼬옥 구독할께요~ 과학과 기술을 아주 친절하게 알려주시는 박사님~ 항상 응원하고 언젠가 강연에서도 뵙고 싶어요~
146,146,2022년도 복 많이 받으세요!!
147,147,"마지막에...""일 안에 연대가 있다."" 라는 말씀이 너무 와닿습니다...나도 잘 하고 있구나, 잘 살고 있구나~ 란 생각이 들어새해 벽두부터 복받은 느낌이네요...알릴레오 북스 늘 고맙습니다;;^^"
148,148,너무좋아요 ㅎㅎ ♡♡뇌과학자님이 말씀하신 다큐멘터리  알고 싶습니다!!
149,149,"""인생이 힘들어질 것 같애"" ㅋㅋㅋㅋㅋ 맞아요. 다른 사람의 고통에 정말 공감할 수 있다면, 사람들은 모두 힘들고 아플 것 같고... 세상은 더 나은 방향으로 나아갈 것 같아요."
150,150,언제나 멋지고 신선한 책을 소개해주는 알릴레오의 팬입니다.그냥보낼수 있는 시간들을 활용해서 정말 귀한 내용들을 들으며 삶이 풍부해지는듯 싶습니다.오래오래지속해서 좋은 책소개 해주세요.두분과 함께 2022년엔대한민국에 더 멋진 일들이 펼쳐지기를 바랍니다.화이팅~!!
151,151,공감이란 말 나도 많이 사용하는 말인데오늘 대화 정말 좋아요
152,152,이번 편 너무 재밌었어요 ㅎㅎㅎㅎ
153,153,"조수진 변호사님 인상도 너무 좋고, 말씀도 차분하시고 너무 좋아요!"
154,154,좀더 서로를 공감하며 좋은 세상으로 나아가는 방송 감사합니다
155,155,잘 들었습니다.  모두께 감사드립니다. ^^
156,156,즐겁게 잘 보았습니다. 공감 전쟁!
157,157,"유시민 작가님은 인간에대한   역지사지 , 측은지심 즉 공감능력이 탁월하신것으로 느꼈는데요."
158,158,조수진 변호사님 참 재치 넘치시고 유머스럽구 참신한멋진 리더입니다.
159,159,항상 좋은 방송 감사합니다.
160,160,연대의 일에 고민이 많은 시간이였는데 좋은 답을 얻은 것 같습니다. 너무 편안해지네요..좋은 책 소개해 주셔서 감사합니다.
161,161,참 좋은 시간을 보냈어요.나를 지키고 보호하고 사랑하기 위해서더 공감이 필요하다.감사합니다.
