,Unnamed: 0,댓글
0,0,[박한샘 주식 신호 프로그램 특별 이벤트 마감 안내]※ 주식신호 프로그램 선착순 이벤트는 마감되었습니다. 더 많은 분들께 혜택을 드리지 못해 죄송합니다.
1,1,.
2,2,박한샘 파트너님의 인사이트한 통찰력과 명쾌한 분석에 감동!! 역시 투자의 정석은 글로벌 넘버원 삼성전자다.
3,3,강의잘들었습니다항상느끼지만 정말 설명잘해주시네요감사합니다
4,4,"댓글 감사합니다. 매 주 토요일 오후 10시에 공개되니 많은 참여 부탁드립니다. 박한샘 대표 개인채널 ""주식선생 박한샘""도 많은 관심 부탁드려요~!"
5,5,물적분할 금지 시켜야 한다. 주변에서도 부추기지 말아야 한다. 개인투자자의 손실을 대주주가 배불리도록 방치하지 말아야 한다. 강의랍시고 은근히 물적분할 부치기지 마시오. 개미들 피눈물 납니다.
6,6,"삼성도 SK도 LG도 궁금했었는데, 어찌나 설명을 잘해주시는지요~시간가는줄 모르고 잘 봤습니다. 새해 복 많이 받으십시요~"
7,7,형님 자료준비하시느라 고생하셨습니다! 최고의 명강의 잘들었습니다올해는 꼭 뵙고싶습니다
8,8,"댓글 감사합니다. 매 주 토요일 오후 10시에 공개되니 많은 참여 부탁드립니다. 박한샘 대표 개인채널 ""주식선생 박한샘""도 많은 관심 부탁드려요~!"
9,9,미래에 대한 큰 그림을  알려주셔서  감사합니다 ~~^^
10,10,"댓글 감사합니다. 매 주 토요일 오후 10시에 공개되니 많은 참여 부탁드립니다. 박한샘 대표 개인채널 ""주식선생 박한샘""도 많은 관심 부탁드려요~!"
11,11,박한샘님 강의 너무 감사합니다
12,12,감사합니다수고많으셨습니다
13,13,"댓글 감사합니다. 매 주 토요일 오후 10시에 공개되니 많은 참여 부탁드립니다. 박한샘 대표 개인채널 ""주식선생 박한샘""도 많은 관심 부탁드려요~!"
14,14,정말감사합니다.너무재미있습니다.공부잘했습니다.수고많으셨어요
15,15,박선생님 감사합니다. 강의 잘 들었습니다~~
16,16,강의를 듣고보니 가슴설레이네요 정말 대단하십니다  박한샘(박사님) 고맙습니다
17,17,"댓글 감사합니다. 매 주 토요일 오후 10시에 공개되니 많은 참여 부탁드립니다. 박한샘 대표 개인채널 ""주식선생 박한샘""도 많은 관심 부탁드려요~!"
18,18,감사합니다파일 잘받았습니다어려웠던 이번주 덕분에 마무리 잘하겠습니다
19,19,"댓글 감사합니다. 매 주 토요일 오후 10시에 공개되니 많은 참여 부탁드립니다. 박한샘 대표 개인채널 ""주식선생 박한샘""도 많은 관심 부탁드려요~!"
20,20,주옥같은강이 정말정말 감사합니다
21,21,"댓글 감사합니다. 매 주 토요일 오후 10시에 공개되니 많은 참여 부탁드립니다. 박한샘 대표 개인채널 ""주식선생 박한샘""도 많은 관심 부탁드려요~!"
22,22,박한샘님 강의 잘 들었습니다. 감사합니다.
23,23,감사합니다
24,24,"댓글 감사합니다. 매 주 토요일 오후 10시에 공개되니 많은 참여 부탁드립니다. 박한샘 대표 개인채널 ""주식선생 박한샘""도 많은 관심 부탁드려요~!"
25,25,물분 같은 소리 하는놈 뭐 들을게 있디고
