,Unnamed: 0,댓글
0,0,얼마나 하고싶은말이 많을까모든 생명을 존중 해야한다는 생각이 더욱 강렬해진다
1,1,스탠다드 푸들은 개가 아님...
2,2,???: 에잇 모기새끼
3,3,???:으아악 바퀴벌레 ㅠㅠ아무나 잡아봐
4,4,???:삼겹살 야미
5,5,???:오늘은 허니콤보 내일은 고추 바사삭~
6,6,대댓 ㅅㅂ ㅋㅋㅋㅋㅋㅋ
7,7,스탠다드 푸들견종이 이렇게 큰 줄은 몰랐네요. 큰 덩치에 비해 너무 애교도 많고 귀엽네요. 사월이가 주인님과 대화를 하지는 못하지만 마음으로 서로 소통하는 것 같네요. 항상 건강하길~^^
8,8,저도 푸들 키우지만 볼때마다 신기해요.어쩜 이리 똑똑한지....보호자님이 훈련을 잘 시키셔서 그런것도 있겠지만천재 유전자가 있는거 같아요ㅋ
9,9,저도 지금까지살면서  애견 애묘 키우지만제일중요한건  규칙과사랑 그리고 교감 이라고 생각함.사월이님은 진짜 모범적인 견주님
10,10,순종은ㅋㅋ 생물학적으로 완전 실패한 생물체입니다.
11,11, @두국  뭐 어쩌라고?
12,12,사월이가 보호자님의 등에 업히는거 보니까 덩치만 으른이지 마음속은 애기네요ㅎㅎㅎ
13,13,흥분하지 말라는 말에 바로 침착해진 거 귀엽다.
14,14,구니까요 
15,15,우리집 초코는 그런거 몰라요 ㅋㅋㅋ 미니어쳐푸들인데….
16,16,2:15
17,17,0:43 너무 사람같음 ㅠㅠㅠㅠㅠㅠㅠ 주이니 안아주는거 심쿵
18,18,"주이니라니,, 엉엉 귀여워요"
19,19,사월이.. 볼수록 개가 아니야.. 사람이야... 어쩜 이렇게 똑똑하고 사랑의 교감을 깊이 나눌 수 있는지... 
20,20,사월이가 개였어??? 난 사람인줄
21,21,실제로 가죽 안에 사람이 있습니다.
22,22,"I walked 1 to 3 dogs every morning for 40 years. It was the best days of my life once I got outside. Fresh air, mild exercise and the happy smiling dogs making me happy. (All 4 of us would take a little nap after breakfast)  Funny, when the sun began setting 3 dogs dragging me out before dark. The dogs trained me well. I missed only 3 days in 40 years. Happy dog, Happy human."
23,23,3 days in 40 years? Wow..
24,24,ㅔㅢㅡㅔㅣㅣㅔㅢㅔㅡㅔㅡ
25,25,ㅔㅢㅡㅔㅣㅣㅔㅢㅔㅡㅔㅡ
26,26,WoW
27,27,대단하시네요!
28,28,3일빼고 40년동안 매일반려견과 산책하셨단 말씀이네요.Your love for dog is great.God bless you all 
29,29,"That's so cute!! I need a dog, especially these days when COVID has made me become more of a home body. I would love to have a dog to love and care for. And they would help me develop healthier habits."
30,30,"40+ year old dogs, seem legit, not."
31,31,사월이   산책가서너무나  행복하게웃고   있는거  보니저도   힐링되네요^-^~
32,32,귀엽운 사월이.사월아 보고싶으네.항상 건강해~~♡♡♡
33,33,정말 똑똑한  여동생을 두셨네요~말귀 알아듣는것도 너무 신통하고어부바는 완전 사람이고 사월이는 너무 다재다능하네요 부럽습니다~~
34,34,"I can relate to you and sleeping in. I can't sleep in because of my cat. She starts begging me for breakfast at 6:30a.m. It drives me crazy when I want to sleep in. She doesn't care if I say ""Mommy loves you, please let Mommy sleep"". lol She wants breakfast!!! Seeing Sawol ride on your back is one of the cutest things I've ever seen. My sister used to have her son ride on her back like that in the swimming pools when he was little. He used to love that."
35,35,Soooo adorable .. she misses her life there since she is more carefree and can enjoy playing outdoors (i remember she likes playing on the grass). Good thing you have that place in your area wherein she can enjoy the breeze and the view. Stay safe both of you. 
36,36,"How excited she is, taking a walk outside "
37,37,사월이는 원하는거 자기가 표현하고 쟁취하는모습 넘 이쁨요
38,38,오오 사월이 사람이네요ㅋㅋㅋ 너무 사랑스러워요! 정말 아무리 피곤해도 좋아하는 그 표정 생각하면 산책을 안할 수가 없지요 개집사들의 숙명..ㅎㅎ
39,39,사월이 하는 행동 모두 넘넘 귀엽고 사랑스러워 거기다 똑똑하기까지♡♡
40,40,사월이는 사람이야! 정말 어떻게 이렇게 똑똑해?! 아침에 천재견 사월이 영상 보니 힐링 된다!!!! 사월이 너무 이뻐이뽀!!!!
41,41,"This is so adorable! As someone who also has a dog, I can relate!! "
42,42,정말  사랑스럽네요~~~옆에서서 내려다 보는 모습 업혀있모습  사월아 건강하고 행복하자~~~
43,43,I really envy you guys  you both are made for each other. Sawal looks just like a small baby when you carry her  you take really good care of her  please make such more videos. Love from India 
44,44,2:15 흥분하지말라니까 진짜 얌전해진 사월이.. 진짜 개뿜었네+엥 이게 뭐라고 좋아요가..??
45,45,ㄹㅇㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 브금도 조용해지는 거 개웃김
46,46,울아들을 보는듯한…ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ흥분하지마라곸ㅋㅋㅋㅋㅋㅋ️
