,Unnamed: 0,댓글
0,0,"I apologize that there are no English subtitles for this episode.01:57 셀프 주접떨다가 문명인들 (역)겨우시겠다고 걱정하는 차승원 ㅋㅋㅋㅋ04:39 우주의 탄생 뺨치는 차승원의 비주얼 탄생설화05:27 차승원, ""뉴트로 안 좋게 생각하지만 광고는 환영""06:10 ""사람 맞으신가요,,,?!"" 차승원 실물 후기10:52 글만 봐도 웃긴 광복절 특사 줄거리 ㅋㅋㅋ14:11 갑자기 출연료 물어보시는 차승원 (정적)16:50 별안간 북카페가 되어버린 촬영장18:31 최고의 사랑 독고진의 유행어 극-뽁! 2022.ver20:37 코브라처럼 튀어나왔던 기묘한 그 시절 키스신23:46 삼시세끼 음식량 논란에 분노하는 차셰프28:13 아무도 안 시켰지만 아낌없이 보여주시는 볼 찌르기"
1,1,16:51 북카페도 진짜 개웃김ㅋㅋㄱㅋㄱㄱㅋㄱㅋㄱㅋㄱㅋㄱㅋㄱㅋㄱㅋㄱㅋㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ 저항없이 박박웃음ㅋㄱㅋㄱㄱㅋㄱㅋㄱㅋ큐ㅠㅠㅠㅠㅠㅠㅠ
2,2,Why?
3,3,이 영상 해외접속 왜 막혀있나요 ㅠㅠ? 해외에 있는 친구가 슬퍼해요ㅠㅠ
4,4," @Izzat Najmi  I guess this episode is an advertisement of OTT service coupang play, and it is only available in Korea so that they asked MMTG team to set a limit?"
5,5,역시역시.. 믿고 봐야하는 진짜 대배우님.. 최고!!!
6,6,겨우시겠다는 왠지 힘겨우시겠다는 뜻으로 하신 거 같은뎈ㅋㅋㅋㅋ 재재님이 역겨움으로 만들어버리신 ㅋㅋㅋㅋㅋㅋ
7,7,"윤석열 공약 촉법소년 12세로 하향성범죄 처벌 강화 주택담보 대출 과도한 규제 완화 백신부작용 국가책임제여가부 폐지 정시50% 확대6.25참전 월남전 참전 국가유공자 수당 2배 인상 북한 비핵화 추구무고죄 처벌 강화싱글파파 싱글맘과 같은 복지배우자 출산휴가 급여 10일 에서 20일로 확대"
8,8,진짜 데뷔 이후로 1도 실망을 안주고 실망 대신 매번 유쾌한 웃음만 주시는 분. .ㅎㅎ 나이가 들어도 멋지신 분. . 삼시세끼 또 안하나요 ?ㅎㅎ
9,9,거의 웃음치료 수준이에요 몇 번째 보는데도 계속 웃고 있음ㅋㅋㅋㅋ
10,10,두 분 넘 잘 맞네요! 프로그램 하나 같이 하셔도 좋겠어요. 역시 차승원님 명불허전!놀뭐에서 마이사로 또 보고싶어요!
11,11,차승원씨 매력을 더 잘 알게된 시간이라 좋았어요! 이 위트..어쩔거야 너무 사랑스런 아조씨♡
12,12,이번편 유일하게 재재님이 인터뷰어가 아니라 같이 노가리까는것 같은 편안함이독보적이네요. 두 분다 너무 재밌고 좋아보여요 너무너무 재밌게 잘 봤어요^^
13,13,재재님 & 차승원님의 만남가슴이 웅장해진다.. 시즌 2 주세요 ㅠㅜ
14,14,차승원이 필모대화에 되게 적극적이고 토크가 쉴새없이 나오니까 너무 웃겨 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
15,15,알고 있었지만 차승원 진짜 위트 있고 코브라 절대 안 잊혀짐ㅋㅋㅋㅋㅋㅋㅋㅋ젊은 여자들에게도 호감인 얼마 안 되는 중년 남자 배우인 이유가 있다ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
16,16,제발 따님... 예니님 저 옷 핫한데 짱예쁜데... 계속 입으라 해주세요... 옷 예쁜데...아니 내가 남의 아버지한테 변태같을까봐.... 근데 예쁜데 옷........
17,17, @김경민  ㄹㅇㅋㅋㅋㅋ
18,18,항상 너무 재미나게 보고 있어요. 사실 우리 사무실 막내가 재재님 후배라서 추천 듣고 보기 시작했는데 누구보다 더 빠져서 보고 있습니다. 그래서 추천 드리고 싶은데 혹시 스트레이 키즈 컴백 하면 한번 출연 할 수 없을까요? 에너지가 너무 잘 맞을 것 같아서 같이 있는 모습을 보고 싶어요.
19,19,티파니 편에 이어서 재재님 외향인 포스에서 밀리는거 두번째로 봄 ㅋㅋㅋㅋㅋ ㅋㅋㅋㅋㅋ 시간 훅 가는 원맨쇼 제대로다 ㅋㅋㅋㅋㅋ
20,20,차배우가 실없는 사람도 아니고 일부러 텐션을 올려서 인터뷰에 적극적으로 임하는 배려심 정말 대단하다
21,21,진짜 여태 문특중에 제일 재밌다 ㅋㅋ 평소에는 웃겨도 그냥 피식하는데 이번편은 미친듯이 웃었네 ㅋㅋ 차승원님 너무좋다 증말
22,22,뭔가 연차 높은 배우셔서 뺄 것 같은 선입견이 있었는데 너무 웃기다ㅋㅋㅋㅋㅋㅋ역대급  재재님이랑 잘맞아ㅋㅋㅋㅋㅋㅋㅋ
23,23,시작부터 문특을 뒤집어놓은 게스트... 시작부터 사진 찍는 것도 웃기고 새로웠지만 재재님 이은재라고 부르는 것도 처음본거 같아요 진짜 영상 내내 깔깔 웃었어요ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
24,24,"그래서 처음에 찍으신 저 사진은 누구한테 보낸걸까요.. 너무 궁금해요,,,"
25,25,정말 웃기네 ㅋ
26,26,이름도 따로 알고 부르는거도 멍가ㅋㅋ 위트
27,27, ←현 걸구룹ㅂj 아무것도 안입고 오일샤워 방송중인거 겨우 찾았어   없어지기 전에 빨리 보던가!!!
