,Unnamed: 0,댓글
0,0,"전설의 시작입니다!! 태범무궁이가 세상에 존재감을 대대적으로 알린날. 주사범,주사궁영상은 레전드죠!!!"
1,1,진심 공감!!ㅋㅋ 
2,2,봐도 봐도 재미있는 영상이에요. 동물농장에 그저 감사합니다
3,3,프사 누가봐도 일자눈썹 무궁이 ㅜㅜ 그립네요
4,4,"우리 태범이,무궁이를 많은 분들이 다시 추억하실수 있도록 올려주셔서 감사합니다! 동물농장 덕분에 레전드 주사범,주사궁이 시작되어 많은 분들의 사랑을 받고있는 슈스호랑이들 백두대간수목원에서 새로운 시작을 준비하는 태범,무궁이 많이 응원하고 기억해주시고 모든분들 2022년 호랑이해에는 범궁이 기운받으시고 좋은일들만 가득하세요!"
5,5,범궁이는 진짜 애기때부터 남다르긴했넹 ㄷㄷㄷ 이목구비 무엇..
6,6,우리태범이 무궁이 아기때얼굴은 아무도못따라가네요너무예뻐요♡♡
7,7,오둥이들이 따라가고 있죠 ㅎㅎ 태범무궁이들 그리고 오둥이들 모두 사랑스럽습니다 모두 건곤여사의 자식들.....♡
8,8,제 눈에도 아기 랑이들중범궁이가 최고로 보입니다.이목구비 뚜렷합니다.
9,9,그러게요 제 눈에도 태범이랑 무궁이가 미모 원탑이네요~ 어쩜 저리 이쁜지몰라요~
10,10,오둥이들도 이쁜데 역시 갠적으로는 원조는 범궁이인듯해요
11,11,රලධංඑඇ @Jaewon Lee 
12,12,"한국호랑이 매력을 알게해준 전설의 주사범 영상이네요. 그 영상 몇백번 봤는데 이렇게 긴 영상으로 다시 올려주셔서 감사합니다 동물농장. 동물농장에서 처음 소개해준 태범, 무궁이가 얼마전에 백두대간 수목원으로 이소를 했어요. 잘 적응하고 있는지 다시 한번 찾아가 주시면 더 감사할거에요. 동물농장 "
13,13,범궁남매 어릴때 모습은 봐도 봐도 예쁘고 질리지가 않아요ㅠㅠ 미공개 영상 있으면 다 더더더 풀어주세요! 건곤엄마가 정말 예쁘게 두 남매 잘 키움. 사육사 님들두요!!진짜 넘 예쁜 호랑이가족
14,14,안녕
15,15,솔직히 범궁이로인해 호랑이덕질시작하신분 많으실거에요(저도 손!!ㅋ)
16,16,ㅇㅈㅇㅈ ㅜ
17,17,ㅇㅈ
18,18,저두요.호랑이 덕질중..ㅎㅎ
19,19,저두요
20,20,번쩍 손듭니다!
21,21,범궁이로 인해 호랑이 사랑에 빠진 1인이요.
22,22,저두요
23,23,저두요!
24,24,저도 손. 수리노을 라온이로 고양이 입문...범궁이로 호랑이 입문이요~
25,25,저도 들어봅니다
26,26,범궁이 진짜 사랑스러워요 ㅠㅠ 아가때는 진짜 인형이 따로 없네요무궁이 아가때 다리 다친건 알고 있었는데 영상으로 보니 새롭네요범궁이 영상 보여주셔서 감사해요~~ 나중에 백두대간 범궁이도 부탁드려요~
27,27,"범궁이 아기때 외모 독보적이다. 너무 예뻐. 보구싶다, 아그들아. ㅜㅜ  아 ㅜㅜ  우리 무궁이 많이 아팠네 우리 똥강아지."
28,28,이 영상 땜에 범궁이에 빠져서 현재 1년째 호덕질 중근데 진짜 오둥이들도 귀엽지만… 미모는 범궁이가 정말 압도적으로 뛰어나네요
29,29,범궁이 기억하고 올려주셔서 감사합니다 ㅜㅜㅜ
30,30,"와 ㅠㅠㅠㅠ 진짜 추억 대박 ,,,,,,, 범궁이 정말 이쁘게 잘 자라서 너무 행복하네요 ㅠㅠ"
31,31,추억 소환 할 수 있게 해주셔서 감사합니다태범아 무궁아 정말 사랑해!건곤이도 많이 사랑한다!
32,32,범궁이 레전드 영상 추가 된 부분이 있는거 같네요.. 감사합니다.. 너무너무 보고싶다 애들아ㅠㅠㅠㅠㅠ.....
33,33,아부지 태호의 멋찜 뿜뿜하며 건곤이 그리워하는 내용도 있었다니...넘무 재미 있는 영상 이네요...범궁아 추위 잘 이기고  적응잘해서 백두 호랑이 숲에서 보자...
34,34,ㅠㅠ 우리 애기들덕분에  내가 호랭이 덕질까지ㅠㅠㅠㅠ
35,35,ㅎㅎㅎㅠㅠㅠ 아앙ㅠㅠ
36,36,우리 건곤이가 애지중지 귀하게 키운 범궁이♡♡백두대간에서 잘 지내고있지?아가들 보고싶다
37,37,너무감사합니다.^^태범.무궁이의 예쁘고 잘생김은 최고인듯요.귀티가난다.울범꿍이 보고싶다.
38,38,아~ 진짜 우리 범궁이 삐약이 시절 보면 볼수록넘 이쁘고 귀엽고 힐링된다~~ㅎㅎ
39,39,무궁이  태범  영상 올려줘서 감사합니다 범궁이 새끼때부터 너무귀여워요
40,40,감동이라는 말밖에 표현할 방법을 모르겠습니다.울 범궁이와 건곤이의 추억을 되새기게 해주셔서 너무너무 고맙습니다.앞으로도 백두에 가 있는 범궁이의 성장 모습도 관심 가져주시고 꼭 만날수 있길 기대하고 기다리겠습니다.
41,41,역시 한국 호랑이 멋있어요 최고에요 태범이와 무궁이 다른곳에서도  건강히 아프지않고 잘지내고있겠죠 건곤이가 육아를 너무 잘해요 한국  호랑이 더이상 멸종되지 않게 지켜줘야돼요
42,42,우리 태범이 .무궁이가 진짜 아가때도 예뻤져~
43,43,세상에 범궁이 영상ㅇㅜㅜㅜ아가들 오랜만에 호냥이시절을 볼 수 있게 해주셔서 감사합니당️️️️️
44,44,"동물농장 제작진님 태범,무궁이 이야기를 다시 올려주셨군요^^ 역시 의리의 동물농장!!!(곧 백두대간의 태범,무궁이 특집도 해주세요^^)"
45,45,우리 태범 무궁이 올려주셔서 감사 또 감사드립니다 건곤이네 가족들 꾸준히 관심 부탁드려요 특히 우리 태범 무궁이 정말 매력쟁이들이예요~~
46,46,태호 건곤이의 장점만 물려 받아 넘사벽 미모와 천재적 영리함을 갖춘 우리 태범이 무궁이!!
47,47,태범이 왕발 너무 치명적이다ㅋㅋ졸귀
48,48,와 이거 풀버젼은 첨보네요ㅜㅜ진짜 미친 미모네요 울 범궁이..인형인지 호랑인지ㅜ
49,49,"나의 첫 호랑이들!우리 범궁,건곤,태호야!건강하게 오래오래 살자"
50,50,범궁이 보고싶은 맘 이렇게라도 달랩니다 ㅠㅠㅠ
51,51,진짜 범궁이 너무 귀엽고 예뻐요 오둥이가 못따라가 ㅎㅎ
52,52,진짜 복 받으실거예요!! 올려주셔서 정말 감사합니다♡
53,53,"정말 내 인생에서 절대 보지 말았어야 할 영상 1위입니다 ㅋㅎㅎㅠ우연히 주사범에 낚여 범궁이 덕후가 된 후, 틈만 나면 아가들 영상에 빠져 사네요.너희를 만나건 정말 내 인생의 큰 행운이야~!우리 버미, 궁이, 곤이, 호야 그리고 오둥이까지 늘 건강하고 행복한 호생이 되길...  진심으로 바란다."
54,54,10:05 우리 무궁이 진짜 쪼꼼해…. 완전 아가 
55,55,보고 또 봐도 아른아른 거리는 아가들~ 풀영상 너무 감사합니다~><
56,56,오둥이에겐 미안하지만 태범무궁이의 어린시절은 완전 인형이다
57,57,맞아 레전드는 우리 범궁이지 범궁이 덕분에 호랑이도 좋아졌지요 울범꿍 두달동안 못봐서 너무보고싶다
58,58,우리 범궁이는 사랑이죠! 내년 봄 백두대간수목원 대방사장에 우리 범궁이 출근하면 영상 촬영 해주세요~^^
59,59,동물농장  범궁이 육아일기로  호랑이  덕후가  됐어요  ㅎㅎ우리나라에  있는  호랑이들  영상은  다  찾아보고 있어요  ㅋㅋ
60,60,이 모든 행복감이 건곤이로부터 눈 굴리듯 커져만 갔네요. 위대한 건곤!
61,61,오둥이도 너무너무 귀여운데 범궁이는 정말 어째이리 눈도크고 똘망똘망 귀엽게 생겼나요ㅋㅋ
62,62,건곤이ㅜㅜㅜ 넘 대단해요ㅜㅜㅜㅜ 태범이 무궁이 넘 이뻐요 
63,63,범궁이보고싶어요ㅜㅜ범궁이가 백두대간에서 대방사장으로나올때 동물농장에서 함께 해주셨으면^^
64,64,"다시봐도 재밌네요. 오둥이도 귀엽지만 인물은 역시 태범, 무궁! 오늘따라 태범, 무궁이가 많이 생각나고 보고싶네요. 날씨도 추운데 잘지내고 있는지. 내년 봄이나 되야 백두대간 대방사장에서 볼수있겠죠?!"
65,65,진짜 범궁이 애기때부터 남달랐으~이리 이뿐 호랑이가 으딨어...
66,66,뿌애앵~~~ 울범궁이 날 많이 추운데 둘이 잘 뽀듬고 지내고 있겠징? 항상 보고싶고 걱정되고 사랑하는 울 범궁...빨리 보고싶다 ㅠㅠ
67,67,그리운범궁이 영상 너무 감사합니다  범궁아 보고싶다 잘지내고 있지  사랑해
