,Unnamed: 0,댓글
0,0,"이영주, [연금부자들] http://m.yes24.com/Goods/Detail/97385754유튜브 '연금박사' https://bit.ly/3EV88KS"
1,1,"이영주 박사님. 정말 가슴깊이 공감됩니다. 항상 느끼는거지만, 잊고 있던 것들을 다시 생각해주게 하는 힘이 있읍니다.!!"
2,2,저출산 고령화시대 필수과목 잘보고 있습니다.  새해 복많이 받으시고 계속 좋은내용 부탁드립니다.
3,3,목돈은 지켜내야 하는 것연금은 나를 지켜주는 것속지말자~속이는 사람보다속아 넘아가는 사람이 더지혜롭지 못하다소가 일하는 모습을 보면서무소의 뿔처럼 하늘을 향해기도하면서 모든걸 지키고지켜주는 사람과 동행합시다귀한말씀 들려주셔서 정말 감사합니다
4,4,역시나.! 연금박사님급이달라요.자본주의  바른이해  올바른 물질관과 가치관!공짜 좋아 하는 사람은 죽었다 깨나도 이해 못해요다 잃어도 그게 맞고 바른길 이라 생각합니다.연금의 바른 이해몫돈의 위험10년이상 많은 돈을 잃어보고 시행착오를  한후에 배운지혜를정해진 짧은 시간에 한마디로 설명하시네!귀 있는 자만 들리는 이말을.........
5,5,이영주 박사님 말씀은 버릴게 없어요 하나같이 다 가슴에 평생 새겨야해요️️
6,6, 이영주님의 < 연금 부자들 >너~~무 알차고 유익한내용! 현실직시 ! ! !잘 경청하였습니다!수고하셨습니다.감사합니다~~
7,7,너무 도움되는 방송입니다. 이영주님 자주 뵙고 싶네요.
8,8,진정성이 느껴지는 알찬 내용 감사합니다. 정말 많은 도움 되었습니다
9,9,고령화시대에 이런명언 너무 감사합니다 .지금 38살인데 충분히 공감합니다.좋은 말씀 감사합니다 꾸벅
10,10,너무나 도움이 됩니다!!
11,11,너무 잘 들었습니다! 최고십니다
12,12,연금박사님 유익한영상 고맙습니다ㆍ
13,13,정말 유익하며 진솔한 말씀감사합니다 당연히 상담사례금을 내야 하네요
14,14,늘감사드립니다 사랑합니다 넘 좋은말씀입니다
15,15,
16,16,상속 대비한 연금 가입에 대한 방법도 설명 부탁 드림니다.요즈음은 주택가격이 넘 상승하다보니  상속이 많은 염려가 되네요
17,17,초창기 국가시책에 따라 넣은분들은 150 정도니까 다른 재테크 +알파면 기본생활은 되는거죠~ 그정도 넣은분이면 다른 노후 준비도 했을것이고적당히 검소하면 충분하지요^^
18,18,안녕하세요 항상 좋은 말씀 감사합니다.
19,19,임의가입  정보 감사합니다고맙습니다 감사합니다 수고하셨습니다 오늘 하루도 행복한 하루 보내세요
20,20,국민연금 운용부터 제대로 해야합니다. 국민들이 깨어나서 이제 바꿔야지 우리의 미래가 보장됩니다.
21,21,50대인데 임의가입하고 추납 반납했어요 추납 반납 제도 좋아요^^
22,22,연금이 나의 가장효자
23,23,은행에 맡기지 말고 스스로 은행이 되자
24,24,자영업자들도 개인연금 세액공제 되나요??
25,25,12월 31일 문닫기전 두시간 남겨놓고 넣었어요 ㅋ낯선 어플에 적응한다고 계좌개설  ㅋ암튼 막차탔어요 ㅎ
26,26,따끈따끈한영상!
27,27,아들이 대학생입니다. 만 19세부터 가입이 된다고 하는데 들어야할까요?
28,28,연금은 못참죠…! ㅎㅎ
29,29,제발 이 영상 듣고 깨닫고 궁민연금 반대하세요...제발
30,30,공무원연금이  국가에서  공짜로  주는줄 알았는데  근무기간동안  내내  계~~속 불입을  했군요.
31,31,9:49
32,32,공뭔연금. 군연금은 다 세금으로 메꿔주는거 설명좀?!
33,33,당현한거아냐?
34,34,부자가 연금 수급자인 것 보셨나요? 연금 수급자들은 대부분 하층인들입니다. 연금수급 300만원 이하들. 요즘 인플레이션으로 그거 가지고 노후가 행복할 것 같나요?
35,35,국민 70%가 순자산 4억이하랍니다. 노후에 2명 중에 1명은 노후빈곤층입니다.OECD 노후빈곤 1등인 나라..부자가 되기 보다 연금으로  생존문제 해결이 먼저이지요 인플레이션 문제는 연금펀드 가입하시고 국민연금은 물가상승 분을 인상을 해 주죠
36,36," @무파마Mufama  국민 한명당이 아니라 가구당 아닌가요?암튼 한국민 한명당 자산이 높지 않은건 확실한데 bmw, 벤츠 판매량이 세계 5위권이라는게 너무 한심해 보여요."
37,37,연금 = 사기꾼
38,38, @hh  가엾은분
39,39, @hh  내젊은날 푸르른 청춘에 있는듯 없는듯 했더니 꼬박꼬박 1657300~
40,40, @hh  더불어  벚꽃배당 날마다 해피하답니다.
41,41, @김영희  틀니는 살처분당해야
42,42, @hh  자고있고 여행하고있어도25일이면 쏙쏙 입금됩니다.고배당주 배당은 덤이랍니다.주택연금 농지연금도  있는데 님은  종이화폐만 갖고계신가요?
43,43,그래서 그대는?
44,44, @hh  금리인상 이제 시작이니 어서 대출갚으시죠.ㅉㅉ
45,45,"한 주간 열심히 일한 후 즐거운 주말의 시작을 알리는 최고의 경제 오락방송, 상쾌, 유쾌, 명쾌, 연인 주간전망대! , 어려울 수 있는 전문적 지식을 이토록 즐겁게 진행해 주시다니, 순발력, 센스 넘치는 세 분 케미 완벽해요~ 버럭 매력 이소장님, 깨알 매력 차소장님, 상큼레몬 스윗 매력 김대표님! 항상 감사합니다 ~♡ 골드버튼 갑시다. 행복한 주간전망대  영원하라~"
46,46,000⁰0⁰000p]p]]ppp]ppp]]]ppp]]ppppp]01
47,47,이진우소장님..2022년에도 진솔한 시장 해석 부탁드립니다. 시청 잘 하고 있습니다.
48,48,영강  니?  씨부네
49,49,한주의 마무리를 세분덕분에 웃고 공부도 합니다감사합니다
50,50,유익한 방송~~경제와 즐거움까지 감사합니다~~!!
51,51,재미 있게 방송 잘 봤습니다감사 합니다
52,52,방송이  시원하니  좋네~  단디하소
53,53,재미와 정보를 얻는 프로~~
54,54,김민수대표님항상 챙겨보고있는 팬이에요유머.개그본능 포텐터져요프로급은 못되도뭏튼 재미지고 좋다요
55,55,김민수대표님 재밌어요.
56,56,세분늘 고맙습니다 건강하시구요
57,57,김민수대표님 분석과 설명 좋구요. 세분의 케미도 좋아해요. 주식방송 다 딱딱한데 재미있어 계속 듣게 되요. 근데 갈수록 농담이 너무 많아지니 퇴근하고 듣는 시간 없는 개미 입장에서는 좀 불편해요. 주식에 집중해주시고 농담은 양념과 소스정도로만 부탁드려요. 중심이 흔들리는 느낌이에요
58,58,김대표. 신기가 있는듯  합니다. ~^^^♡
59,59,위메이드  2월 MSCI편입설이 있는데 더 올라가겠죠?
60,60,감사합니다 늘 홧팅해요^^
61,61,감사합니다^~
62,62,17분53초에 나오는 지수/ 예탁금 /신용잔고 그래프  키움 hts에서 몇번 메뉴인지 아시는분?
63,63,0201
