,Unnamed: 0,댓글
0,0,"""신세계 그룹"" 정용진의 병역 회피 이유가 ""뚱뗑이"" 라고 하는데 ??? 뿜었다...ㅋㅋㅋㅋ"
1,1,대한민국 지키는 우리의 귀한젊은이들에게 쓸데없이 할일없어 노는 여가부없애고 낭비하는세금을 우리의 군인들에게 더해 대접해줍시다!
2,2,보수우파 국민의힘 국민들 오직 윤석열후보로 뭉쳐야 됩니다 중도파 보수우파 국민들 뭉쳐야 됩니다 오직 윤석열후보로 가야됩니다
3,3,국민의힘으로 윤검찰당 타도하자.
4,4,멸공의횃불을 2년동안 매일불렀는데국가운영하시는분들이 공이네ㅎㅎ
5,5,"멸공 !!! 공산당 서기장  중국 시진핑, 베트남 응우옌푸쫑 !!! 잘하고 있어 멸공 !!!!"
6,6,:thanksdoc:도덕성 :thanksdoc:전문성 :thanksdoc:실행능력 :thanksdoc:최고인안철수로 대동단결 만이대한민국과 젊은이들을 살리는 길입니다
7,7,윤석열 대선승리~
8,8,"정권교체 되면, 대장동 몸통 찿아낼수 있는걸 모르는 사람도 있는지......."
9,9,"깨끗하고 준비된 안철수가 희망이다. 100배는 능력있고 현명한 안철수 후보님 사랑합니다. 군대 정상으로 다녀오고 기부1000억 이상 하시고, 가정 정상인 안철수 지지합니다. 철의혁명 "
10,10,여성 가족부 폐지
11,11,멸콩  저도오늘 싸야계서요 윤석열 하이팅
12,12,윤  석렬 후보님  정직성  보입니다살아오신  삶이  보여요모든것을  자연스럽게  선행하는모습  아름답게  보입니다국민들은  이런모습을  보고싶습니다사기성 있는자세는  국민은싫어해요진실성  믿고  싶어요
13,13,윤석열후보님승리합시다
14,14,국민의힘으로 윤석열 몰아내자.
15,15,멸공. 나는 공산당싫어요
16,16,멸공 멸공 멸공…자다가 일어나도 멸공…밥 먹다가도 멸공…남녀 모두 멸공.  멸공만이 살 길…
17,17,ㅋㅋㅋ 북한이 협력자?  통일을 위해 북한이 정말 협력할거라고 생각하는건 아닐테죠?  오로지 멸공 방첩 !!
18,18,멸공! !  콩산당이 시러요
19,19,여가부폐지가맞다여가부예산30조어디에쓰여지냐예산.낭비다
20,20,죄파패널들잘지켜보고있겠다대세는민심 정권교체는민심민심을거스리는 놈들누구인지지켜보겠다 극민분열자들지켜보고있다는국민이있다는걸명심해라
21,21,민주당.없어버립시다.
22,22,한글은 아나 ?
23,23,북한은 통일의 대상이 아니라 멸족시켜야 할 대상이다!!!!자체적으로 혁명이 일어나서 체자가 바뀌지 않은 한....
24,24,멸콩 멸공 공산당이 싫어요 자유민주주의 대한민국 🇰🇷 을 윤석열 대통령 살립니다
25,25,멸공왜문제냐공산당그렇게좋으냐
26,26,여성가족부 폐지찬성
27,27,여성 가족부페지아무 쓰살때기없는 부서나라 세금만 축내는 기생충부서다.없애라.여성 피해자에 대해서말 한적있냐?
28,28,리재x :  여가부 확대 강화
29,29,멸공! 멸공!멸공합시다!!!
30,30,심상정좀 안봤으면
31,31,새금낭비 국민 갈라치기 여가부 페지 해야합니다.
32,32,필요없는거는  없애야합니다국민들 명령이다윤석렬후보님  화이팅~~
33,33,윤석열 대통령 화이팅 새로운 대한민국을 만듭시다
34,34,내로남불의 극치 민주당것들 나와서 여전히 후안무치로 지껄이는거 보면 역겹다.
35,35,총도 않잡아 본놈들이 멸공 놀이한다...에휴정용진 윤석열 둘다 면제출신...
36,36,선거판에서 여.야 가릴 것 없이 지키지도 못할 공약들 남발하고 있는 이런 후보들을 믿고 찍어야 하는 애국자들이 불쌍하다
37,37,사병200씩 석열이돈줘라그돈이어디서나오나42년전에병장3300월급받고 32개월국방의무 다했다
38,38,멸공멸공  멸공멸공  멸공멸공  자발 멸공멸공  멸공멸공  멸공멸공
39,39,진짜 중국경제보복따윈 두렵지않다는건가.ㅋ경제말아먹을려고아주
40,40,멸 콩 사러가자 윤석렬 후보 홧팅  이재명 심삼점 이름거스리기도 싫다
41,41,"나두 ""멸공!!!!!""오늘부터 대선투표날까지 멸치볶음과 공기밥만 먹는다!!!!!"
42,42,멸공! 무찌르자 공산당!
43,43,.쌍안경 부동시가  면제가 대장동원흉이 무슨멸공완전 코미디언.!
44,44,멸공
45,45,갈라치기같은소리하네ㅋㄲㅋㅋ 그렇게남녀평등 외치는분들이 여성가족부라는 기관은왜케지키려고함?남성은가족아님?ㅋㅋ꼴깝들을떨고있어
46,46,여가부 해체 하고 신생아 대책위  만들어라
47,47,간첩이 너무 많다.
48,48,"그래도 토론이든,  기자회견이든, 외신들과의 질의답변이든, 연설이든, 정책의 설명이든 잘하는 댓통이 낫지, 그런것들이 보좌진없으면 전혀 안되는 주정뱅이 돌대가리가 댓통으로 되는건 국제적으로도 쪽팔려서 난 무조건 싫다 ~"
49,49,노동일 교수라는 사람의 생각이참 의심스럽군요~~?멸공방첩
