,Unnamed: 0,댓글
0,0,"여러분은 급식을 많이 먹나요, 매점을 많이 가나요??1. 급식을 먹어야죠2. 매점을 애용하죠3. 다이어트 중인데요??"
1,1,1등!2번ㄱ
2,2,매점이 진리이긴 한데 1번
3,3,2가 진리죠
4,4,3
5,5,편의점이죠
6,6,1
7,7,새해 복 많이 받으세요
8,8,급식먹죠 ㅎ
9,9,매점 ㄴㅇㅅ
10,10,2
11,11,파뿌리 추천 :공복으로  게임을해우승한 사람만 그라운드 음식먹방
12,12,"진짜 나이먹으니까 수다날,반찬 안남기는날이 너무 그리워요..."
13,13,강호이 먹방때 눈알 뒤집히늨서 킹받지만 매번 보게됨
14,14,와 편집이 나날이 갈 수록 발전하네요.. 예전 영상 봐도 이것보다 더 잘 할 수 있을까 생각했는데 대단합니다 파뿌리 .ᐟ
15,15,24시 볼때마다 어떤 컨텐츠 올라올지 기대된다ㅋㅋ
16,16,나도
17,17,11:03 공대생 하이파이브 안해줘서 민망해 하는게 귀엽네ㅋㅋㅋ
18,18,ㅋㅋㅋㅋ
19,19,예전과 지금의 급식이 차이점이 많다는 것을 알게되었습니다
20,20,예전이 영상 급식을 말하는거면 사실 차이는 없을듯.학교간의 차이일 뿐...
21,21,24시간은 늘 새로운 컨텐츠 라서 너무 재미있다 파뿌리 분들 새복 많이 받으세요
22,22,강호이 눈 뒤집히는거 편집 개웃기네 ㅋㅋㅋ
23,23,방학했는데 급식 먹게하는 그들은 도덕책...
24,24,항상 힘들실텐데 항상 재미있는 영상 올려주셔서 감사합니다.
25,25,매점 진짜 추억...... 진짜 다 맛있었죠 맛도 다 기억남 ㅋㅋㅋㅋㅋ 너무 신기
26,26,와 강호이형 눈 뒤집는거 사람들이 싫어할까봐 고쳤네 엄청 많이 달라졌다..
27,27,와 이제 이 컨텐츠도 근 3년간 하고 있는데 3년동안 컨텐츠 고갈 안 되는 게 더 대단함 ㄷㄷ… 31살 축하해 파뿌리형들 ❤️
28,28,"⇦ 삭제되기 전에 얼른 채널 확인하세요😍 조건 같은거 없이 그냥 즐기기만 하세요!😍❤짭 조심하세요"
29,29,"인증있음!!!!⇦ 삭제되기 전에 얼른 채널 확인하세요😍!!!조건 같은거 없이 그냥 즐기기만 하세요!😍❤!!!!!!"
30,30,용달님의 존안을 여기서 보게 될 줄이야...
31,31,이번편 진렬이 너무 웃기다ㅋㅋ
32,32,지금은 직장인입니다 중학교 고등학교 다녔을때 급식이랑 매점 음식들 엄청 맛있었는데 학교 다닐때로 돌아가고 싶네요 😍😍
33,33,스팸 정모냐
34,34,학생 힘들어요..
35,35,없는데가 더많아요ㅠ
36,36, @VSG・켈라  개인차이겠지만 솔직히 대학 다니면서 취업준비하니까 왜 다들 학생때가 그립다고 하는지 알거같음
37,37,⇦ 😍삭제되기 전에 얼른 채널 확인하세요😍조건 같은거 없이 그냥 즐기기만 하시면 됩니다😊😍짭 조심하세요💕
38,38,그럼공부는 어떻할려고욬ㅋㅋㅋㅋ
39,39,학생의 기분을 모르는 어른들....
40,40,저도 학생이 왜 좋은지 몰랐는데 일 다니니까 웃프네요 글보니까
41,41, @C컵 여고딩 R몸 제로투 무료나눔❤️  와...홍보 어디서든 하네...아니 좀 지꺼리지 말라고요!
